Cse_prod  ,Cve_prod            ,Nom_prod                                ,Desc_prod                               ,Uni_med,Uni_med_p,Costo_prod          ,F_act_cto ,F_act_pre ,Cto_ent             ,Loca                                    ,Staclas1,Staiva,Porceniva,Cve_tial  ,Fec_ent   ,Cto_ant             ,Fec_ant   ,Cve_monp  ,Cve_monc  ,Cve_mona  ,Stalote,Diasvida,Conlote   ,Cve_rie     ,Pzas   ,Peso      ,Precio2             ,Precio3             ,Cve_clasi,Presenta            ,Staenv,Cve_env     ,Contable1,Contable2,Contable3,Contable4,Contable5,Contable6,Contable7,Capacidad           ,Desc_prod2                              ,Conv_var,Cve_carac,Base_prom,Fact_peso     ,Frac_aranc                    ,Porcadvalo,Staretiva,Kit,Dato_1                        ,Dato_2                        ,Dato_3                        ,Dato_4                        ,Diasrequer,Dato_5                        ,Dato_6                        ,Dato_7                        ,Dato_8                        ,Dato_9                        ,Dato_10                       ,Dato_11                       ,Dato_12                       ,Sub_cse   ,Sub_subcse,Codbar              ,Stapitex,Trans,Staieps,Porcenieps,Prov_std,Lista_med   ,Gral_med,Prov_med,Clie_med,Imag_med,Maxm_med,Promuepeps,Costuepeps          ,Porretiva  ,Staretisr,Porretisr  ,Costoprom2          ,Mes_max,Mes_min,Mes_pr,Cadcapt,Mrgprod,Porcmrg,Regyablq,Uni_emb,Pbasepr             ,Dctopb1     ,Dctopb2     ,Dctopb3     ,Dctopb4     ,Dctopb5     ,Dctopb6     ,Cvede1,Cvede2,Cvede3,Cvede4,Conflotp       ,Conflots       ,Conflotr,Confloti,Conflotl,Conflotm,Conflotf,Fverimov  ,Uni_ieps,Monto_ieps,Iva_ieps,Tipo_ieps,Chkpredial,Ctapredial                              ,Kitpcal,Nopromop,Pesop               ,Altop               ,Largop              ,Anchop              ,C_prds  ,Sug_uso,Uso_prd,Staimpto1,Staimpto2,Porimpto1,Porimpto2 ,Equi_med,Porm1ieps,Uni1ieps,Monto1ieps,Iva1ieps,Porm2ieps,Uni2ieps,Monto2ieps,Iva2ieps,Des1                          ,Des2                          ,New_med,Ind_med,Max         ,Min         ,Pr          ,Cs          ,Lugar     ,Desc1                                                                                                                                                                                                                                                         ,Desc2                                                                                                                                                                                                                                                         ,Desc_med                                
MARCA PROP,51TBBL01,,BACILOS LACTICOS CAJA CON 48 TABLETAS,PIEZA,,0,/  /,/  /,32.87,,0,1,0,1,04/09/2025,0,29/05/2025,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,BENAVIDES,,7.50647E+12,0,2,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
LINEA,51TBBM01,,BIOVIT FOR WOMEN FRASCO CON 30 TABLETAS,PIEZA,,0,/  /,18/06/2025,19.836239,,0,1,0,1,18/06/2025,0,18/06/2025,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,BIOMIRAL,BIOMIRAL,7.50227E+12,0,1,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
VI,51TBBP01,,B-PLEX C/30 TABS. (Obsoleto),PIEZA,,0,/  /,/  /,8.342997,,0,2,16,13,/  /,0,/  /,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,SU,,7.50302E+12,0,2,0,0,0,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
RJ,51TBBS01,,BIO-SOÑAL /30 TABS.,PIEZA,,0,/  /,/  /,7.804883,,0,2,16,13,/  /,0,/  /,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,SU,,7.50318E+12,0,2,0,0,0,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
SUPLEMENTO,51TBBZ01,,BIOMIRAL ZINC C/30 TABS,PIEZA,,0,/  /,/  /,0,,0,1,0,1,23/05/2025,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,1,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
LINEA,51TBCA01,,CASTIN /50 TABS.,PIEZA,,0,/  /,/  /,22.7,,0,1,16,1,29/05/2025,10.426695,27/11/2024,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,BIOMIRAL,BIOMIRAL,7.50302E+12,0,2,0,0,0,,1,1,1,1,1,1,0,0,1,0,13.58,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
MAQUILA,51TBCA05,,CASTAÑO DE INDIAS C/50 TABS.,PIEZA,,0,/  /,/  /,8.49283694,,0,2,16,1,16/02/2026,0,27/11/2024,1,1,1,1,0,5,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,EL ARBOL,BIOMIRAL,7.50302E+12,0,2,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
MARCA PROP,51TBCB01,,COMPLEJO B C/30 TABS. AL NATURAL,PIEZA,,0,/  /,26/05/2026,8.03510781,,0,2,16,1,26/05/2026,0,20/05/2026,1,1,1,1,0,10,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,SAN PABLO,AL NATURAL,7.50227E+12,0,1,0,0,0,,1,1,1,1,1,1,0,0,1,0,9.36086123,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
MAQUILA,51TBCBS01,,COMPLEJO B SPRING VALLEY C/30 TABS,PIEZA,,0,/  /,/  /,6.19116813,,0,1,0,1,29/04/2025,0,/  /,1,1,1,1,0,4,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,KPS,SPRING VAL,7.5065E+12,0,2,0,0,0,,1,1,1,1,1,1,0,0,1,0,6.34747099,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
VR,51TBCE01,,CITRICE - EQ /60 TABS.,PIEZA,,0,/  /,/  /,10.101196,,0,2,16,1,/  /,0,/  /,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,SU,,7.50318E+12,0,2,0,0,0,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
SUPLEMENTO,51TBCE02,,COLAG-E+C C/60 TABS,PIEZA,,0,/  /,/  /,12.85,,0,2,16,1,06/11/2024,0,/  /,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,7.50033E+12,0,2,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
AR,51TBCF01,,CONDROFLEX /30 TABS. (NO USAR),PIEZA,,0,/  /,/  /,11.577046,,0,2,16,13,06/11/2024,0,/  /,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,SU,,7.50318E+12,0,2,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
AR,51TBCF02,,CONDROFLEX PLUSS C/30 TABS.,PIEZA,,0,/  /,/  /,13.43828,,0,2,16,13,06/11/2024,0,/  /,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,SU,,7.50318E+12,0,2,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
LINEA,51TBCG01,,COLAGENER C/60 TABS.,PIEZA,,0,/  /,13/07/2026,10.998399,,0,1,16,1,13/07/2026,0,30/06/2025,1,1,1,1,0,13,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,BIOMIRAL,BIOMIRAL,7.50318E+12,0,3,0,0,0,,1,1,1,1,1,1,0,0,1,0,12.2969848,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
VN,51TBCI01,,CASTAN DE INN PLUSS C/50 TABS.,PIEZA,,0,/  /,/  /,6.00136786,,0,1,16,1,12/08/2025,0,/  /,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,SU,,,0,2,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
VITAMINAS,51TBCI02,,C-INMUN C/60 TABS,PIEZA,,0,/  /,/  /,10.2,,0,2,16,1,/  /,0,/  /,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,7500326108747..,0,2,0,0,0,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
VITAMINAS,51TBCI03,,C-INFANT C/30 TABS,PIEZA,,0,/  /,/  /,7.1,,0,2,16,1,/  /,0,/  /,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,2,0,0,0,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
VR,51TBCK01,,CITRI - C - KIDS /60 TABS. (NO USAR),PIEZA,,0,/  /,/  /,8.742966,,0,2,16,1,/  /,0,/  /,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,SU,,7.50318E+12,0,2,0,0,0,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
VR,51TBCK02,,CITRI - C - KIDS /90 TABS. (NO USAR),PIEZA,,0,/  /,/  /,12.84095,,0,2,16,1,/  /,0,/  /,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,SU,,7.50318E+12,0,2,0,0,0,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
LINEA,51TBCK03,,C-KIDS C/30 TABS.,PIEZA,,0,/  /,/  /,1,,0,2,16,1,/  /,0,/  /,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,BIOMIRAL,BIOMIRAL,7.50318E+12,0,2,0,0,0,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
SUPLEMENTO,51TBCM01,,CONDROMINA FX C/20 TABS,PIEZA,,0,/  /,/  /,10.4,,0,2,16,13,/  /,0,/  /,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,7.50033E+12,0,2,0,0,0,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
MAQUILA,51TBCMZS01,,CALCIO MAGNESIO ZINC C/60 TABS SPRING VA,PIEZA,,0,/  /,/  /,16.40394593,,0,1,0,1,30/04/2025,0,/  /,1,1,1,1,0,6,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,KPS,SPRING VAL,7.5065E+12,0,2,0,0,0,,1,1,1,1,1,1,0,0,1,0,13.720387,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
MARCA PROP,51TBCR01,,C-REVITAL KIDS FCO 50 TABS DE 800 mg,PIEZA,,0,/  /,16/06/2022,8.1947398,,0,1,0,1,04/09/2025,0,03/05/2025,1,1,1,1,0,14,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,FRAGUA,,7.50227E+12,0,2,0,0,0,,1,1,1,1,1,1,0,0,1,0,15.2806544,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
VI,51TBCR02,,C-VYM CON 30 TABLETAS MASTICABLES RETAIL,PIEZA,,0,/  /,/  /,22.701992,,0,1,0,13,/  /,0,/  /,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,2,0,0,0,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
VI,51TBCS01,,C-VYM CON 30 TABLETAS SIN AZUCAR,PIEZA,,0,/  /,/  /,17.7712,,0,1,0,13,/  /,0,/  /,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,2,0,0,0,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
LINEA,51TBCV01,,C-VYM CON 30 TABLETAS MASTICABLES,PIEZA,,0,/  /,13/07/2026,15.7746638,,0,1,0,1,27/07/2026,0,13/07/2026,1,1,1,1,0,6,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,BIOMIRAL,BIOMIRAL,7  503020089862,0,3,0,0,0,,1,1,1,1,1,1,0,0,1,0,-8.61490683,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
VI,51TBCV02,,C-VYM TABLETAS DUO PACK,PIEZA,,0,/  /,/  /,22.117573,,0,1,0,1,/  /,0,/  /,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,2,0,0,0,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
INBIOMIRAL,51TBEBC01,,BIOMIRAL CALCIO + D3 + K2 C/11 TABS EFER,PIEZA,,0,/  /,09/07/2026,0,,0,1,0,1,22/07/2025,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,INBIOMIRAL,,7.50662E+12,0,3,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
MAQUILA,51TBECBA01,,COMPLEJO B AL NATURAL C/20 TABS EFE,PIEZA,,0,/  /,/  /,16.91137,,0,1,0,1,/  /,0,/  /,1,1,0,1,0,5,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,KPS,AL NATURAL,7.50229E+12,0,2,0,0,0,,1,1,1,1,1,1,0,0,1,0,12.98209235,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
MAQUILA,51TBECGA01,,COLAGENO AL NATURAL C/20 TABS EF,PIEZA,,0,/  /,/  /,18.79453,,0,1,0,1,/  /,0,/  /,1,1,0,1,0,3,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,KPS,AL NATURAL,7.50229E+12,0,2,0,0,0,,1,1,1,1,1,1,0,0,1,0,13.9217168,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
INBIOMIRAL,51TBECV01,,C-VYM FRESA KIWI C/11 TABS EFERV,PIEZA,,0,/  /,09/07/2026,2.9871003,,0,1,0,1,22/07/2025,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,7.50662E+12,0,3,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
MAQUILA,51TBEKDA01,,VITAMINA K2 + D3 AL NATURAL C/20 TABS EF,PIEZA,,0,/  /,/  /,16.81665,,0,1,0,1,14/04/2026,0,16/10/2025,1,1,1,1,0,4,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,KPS,AL NATURAL,7.50229E+12,0,1,0,0,0,,1,1,1,1,1,1,0,0,1,0,11.9629804,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
MAQUILA,51TBEMKA01,,KIDS MULTI AL NATURAL C/20 TABS EF,PIEZA,,0,/  /,/  /,17.40039,,0,1,0,1,/  /,0,/  /,1,1,0,1,0,3,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,KPS,AL NATURAL,7.50229E+12,0,2,0,0,0,,1,1,1,1,1,1,0,0,1,0,11.6704196,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
TOLL MAQUI,51TBEVCS01,,VITAMINA C C/20 TABS EFER SPR. VALLEY,PIEZA,,0,/  /,/  /,16.64997792,,0,1,0,1,14/04/2026,0,18/08/2025,1,1,1,1,0,14,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,KPS,SPRING VAL,7.5065E+12,0,1,0,0,0,,1,1,1,1,1,1,0,0,1,0,17.0357404,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
LINEA,51TBEX01,,EXZON C/90 TABS.,PIEZA,,0,/  /,13/07/2026,22.42767888,,0,1,16,1,13/07/2026,0,22/05/2026,1,1,1,1,0,46,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,BIOMIRAL,BIOMIRAL,7.50302E+12,0,3,0,0,0,,1,1,1,1,1,1,0,0,1,0,20.75077749,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
VN,51TBEX02,,EXZON  C/45 TABS.,PIEZA,,0,/  /,/  /,16.335364,,0,1,16,13,/  /,0,/  /,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,7.50302E+12,0,2,0,0,0,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
MARCA PROP,51TBEX03,,FIBRA/BIOFLAV/LACTOB/VITAMINAS 90 TABS,PIEZA,,0,/  /,14/07/2025,21.37036964,,0,1,16,1,04/09/2025,0,14/07/2025,1,1,1,1,0,12,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,BENAVIDES,,7.50638E+12,0,2,0,0,0,,1,1,1,1,1,1,0,0,1,0,13.4136916,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
MARCA PROP,51TBEX04,,FIBRA/BIOFLAV/LACTOB/VITAMINAS 45 TABS,PIEZA,,0,/  /,/  /,9.750069,,0,1,16,1,04/09/2025,0,/  /,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,BENAVIDES,,7.50638E+12,0,2,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
MAQUILA,51TBEX05,,FIB/BIOF/LACTOB/VIT SUPRAMED 90 TABS,PIEZA,,0,/  /,/  /,17.987015,,0,1,16,1,/  /,0,/  /,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,BENAVIDES,MARCA PROP,7.50125E+12,0,2,0,0,0,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
