Cve_copr            ,Cve_prod            ,Can_copr            ,Tip_copr,New_med,New_copr,Partida,Fcdfor      ,Undfor,Prov_med  ,Desc_prod                                                                       ,Unibse,Cve_mon   ,Cto_rep             ,Partform  ,Ind_med,Cve_tial  ,Tipcam    ,Tip_cam   ,Ren_copr            ,Esp_copr            ,Gas_copr            ,Porcadvalo,Cto_ent             ,Cve_monc            ,Uncfor,Cunbse,Lista_med   ,Desc_med                                ,Fec_ent   ,Desc_prod_ext001                        
41CPDM01            ,MPA-0245,9.2784,1,       ,V1      ,6,1,KG    ,1,VITAMINA C  RECUBIERTA                                                          ,KG    ,1,233.00955,25,0,2,1,1,150000,0,0,0,233.00955,1,CAPS  ,CAPS  ,            ,                                        ,19/02/2025,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0326,7.5,1,       ,V1      ,7,1,KG    ,1,OMEGA 3 EN POLVO,KG    ,1,1023.71,25,0,2,1,1,150000,0,0,0,1023.71,1,CAPS  ,CAPS  ,            ,                                        ,10/01/2025,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0047,1.5,1,       ,V1      ,8,1,KG    ,1,COENZYMA Q10                                                                    ,KG    ,1,8022.027,25,0,2,1,1,150000,0,0,0,8022.027,1,CAPS  ,CAPS  ,            ,                                        ,14/11/2024,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPE-0068,1.1775,1,       ,V1      ,9,1,KG    ,1,ESTEARATO DE MAGNESIO USP/NF,KG    ,1,68.844798,25,0,2,1,1,150000,0,0,0,68.844798,1,CAPS  ,CAPS  ,            ,                                        ,17/02/2025,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0186,0.75,1,       ,V1      ,10,1,KG    ,1,VITAMINA B1 (TIAMINA HCL)                                                       ,KG    ,1,741.3579,25,0,2,1,1,150000,0,0,0,741.3579,1,CAPS  ,CAPS  ,            ,                                        ,06/11/2024,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPE-0060,0.3525,1,       ,V1      ,11,1,KG    ,1,DIOXIDO DE SILICIO COLOIDAL USP(HDK N20),KG    ,1,445.14675,25,0,2,1,1,150000,0,0,0,445.14675,1,CAPS  ,CAPS  ,            ,                                        ,13/01/2025,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0189,0.3,1,       ,V1      ,12,1,KG    ,1,VITAMINA B6 (PIRIDOXINA HCL)                                                    ,KG    ,1,664.6035,25,0,2,1,1,150000,0,0,0,664.6035,1,CAPS  ,CAPS  ,            ,                                        ,19/12/2024,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0006,0.15,1,       ,V1      ,13,1,KG    ,1,"VITAMINA A PALMITATO POLVO 250,000 UI                                           ",KG    ,1,912.1275,25,0,2,1,1,150000,0,0,0,912.1275,1,CAPS  ,CAPS  ,            ,                                        ,06/11/2024,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0146,0.0603,1,       ,V1      ,14,1,KG    ,1,POLINICOTINATO DE CROMO                                                         ,KG    ,1,1343.3095,25,0,2,1,1,150000,0,0,0,1343.3095,1,CAPS  ,CAPS  ,            ,                                        ,17/02/2025,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0010,0.06,1,       ,V1      ,15,1,KG    ,1,ACIDO FOLICO                                                                    ,KG    ,1,1314.7875,25,0,2,1,1,150000,0,0,0,1314.7875,1,CAPS  ,CAPS  ,            ,                                        ,11/12/2024,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0169,0.02295,1,       ,V1      ,16,1,KG    ,1,SELENITO DE SODIO,KG    ,1,5201.971,25,0,2,1,1,150000,0,0,0,5201.971,1,CAPS  ,CAPS  ,            ,                                        ,05/06/2024,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0191,0.00075,1,       ,V1      ,17,1,KG    ,1,VITAMINA D3 (COLECALCIFEROL)                                                    ,KG    ,1,1117.392,25,0,2,1,1,150000,0,0,0,1117.392,1,CAPS  ,CAPS  ,            ,                                        ,03/02/2023,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0043,0.0003,1,       ,V1      ,18,1,GR    ,1,CIANOCOBALAMINA  (VITAMINA B12)                                                 ,GR    ,1,36.8258,25,0,2,1,1,150000,0,0,0,36.8258,1,CAPS  ,CAPS  ,            ,                                        ,28/08/2024,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MEP-0060,150000,1,       ,V1      ,19,1,PZA   ,1,CAPSULA #00 ESCARLATA / ESCARLATA,PZA   ,2,0.00833,25,0,3,20.3363,20.3363,150000,0,0,0,0.00833,2,CAPS  ,CAPS  ,            ,                                        ,11/04/2024,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0409,33.29715,1,       ,V99     ,1,1,KG    ,1,CARBONATO DE CALCIO MD90                                                        ,KG    ,1,177.47625,26,0,2,1,1,150000,0,0,0,177.47625,1,CAPS  ,CAPS  ,            ,                                        ,10/03/2025,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0307,19.8993,1,       ,V99     ,2,1,KG    ,1,OXIDO DE MAGNESIO                                                               ,KG    ,1,81.132,26,0,2,1,1,150000,0,0,0,81.132,1,CAPS  ,CAPS  ,            ,                                        ,10/03/2025,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPE-0039,18.50505,1,       ,V99     ,3,1,KG    ,1,CELULOSA MICROCRISTALINA PH 102,KG    ,1,79.13958,26,0,2,1,1,150000,0,0,0,79.13958,1,CAPS  ,CAPS  ,            ,                                        ,11/03/2025,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0193,15,1,       ,V99     ,4,1,KG    ,1,VITAMINA E EN POLVO AL 50 %                                                     ,KG    ,1,446.7804,26,0,2,1,1,150000,0,0,0,446.7804,1,CAPS  ,CAPS  ,            ,                                        ,17/02/2025,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0178,9.8958,1,       ,V99     ,5,1,KG    ,1,SULFATO DE ZINC                                                                 ,KG    ,1,263.679,26,0,2,1,1,150000,0,0,0,263.679,1,CAPS  ,CAPS  ,            ,                                        ,10/03/2025,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0245,9.2784,1,       ,V99     ,6,1,KG    ,1,VITAMINA C  RECUBIERTA                                                          ,KG    ,1,233.00955,26,0,2,1,1,150000,0,0,0,233.00955,1,CAPS  ,CAPS  ,            ,                                        ,19/02/2025,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0326,7.5,1,       ,V99     ,7,1,KG    ,1,OMEGA 3 EN POLVO,KG    ,1,1023.71,26,0,2,1,1,150000,0,0,0,1023.71,1,CAPS  ,CAPS  ,            ,                                        ,10/01/2025,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0047,1.5,1,       ,V99     ,8,1,KG    ,1,COENZYMA Q10                                                                    ,KG    ,1,8022.027,26,0,2,1,1,150000,0,0,0,8022.027,1,CAPS  ,CAPS  ,            ,                                        ,14/11/2024,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPE-0068,1.1775,1,       ,V99     ,9,1,KG    ,1,ESTEARATO DE MAGNESIO USP/NF,KG    ,1,68.844798,26,0,2,1,1,150000,0,0,0,68.844798,1,CAPS  ,CAPS  ,            ,                                        ,17/02/2025,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0186,0.75,1,       ,V99     ,10,1,KG    ,1,VITAMINA B1 (TIAMINA HCL)                                                       ,KG    ,1,741.3579,26,0,2,1,1,150000,0,0,0,741.3579,1,CAPS  ,CAPS  ,            ,                                        ,06/11/2024,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPE-0060,0.3525,1,       ,V99     ,11,1,KG    ,1,DIOXIDO DE SILICIO COLOIDAL USP(HDK N20),KG    ,1,445.14675,26,0,2,1,1,150000,0,0,0,445.14675,1,CAPS  ,CAPS  ,            ,                                        ,13/01/2025,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0189,0.3,1,       ,V99     ,12,1,KG    ,1,VITAMINA B6 (PIRIDOXINA HCL)                                                    ,KG    ,1,664.6035,26,0,2,1,1,150000,0,0,0,664.6035,1,CAPS  ,CAPS  ,            ,                                        ,19/12/2024,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0006,0.15,1,       ,V99     ,13,1,KG    ,1,"VITAMINA A PALMITATO POLVO 250,000 UI                                           ",KG    ,1,912.1275,26,0,2,1,1,150000,0,0,0,912.1275,1,CAPS  ,CAPS  ,            ,                                        ,06/11/2024,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0146,0.0603,1,       ,V99     ,14,1,KG    ,1,POLINICOTINATO DE CROMO                                                         ,KG    ,1,1343.3095,26,0,2,1,1,150000,0,0,0,1343.3095,1,CAPS  ,CAPS  ,            ,                                        ,17/02/2025,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0010,0.06,1,       ,V99     ,15,1,KG    ,1,ACIDO FOLICO                                                                    ,KG    ,1,1314.7875,26,0,2,1,1,150000,0,0,0,1314.7875,1,CAPS  ,CAPS  ,            ,                                        ,11/12/2024,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0169,0.02295,1,       ,V99     ,16,1,KG    ,1,SELENITO DE SODIO,KG    ,1,5201.971,26,0,2,1,1,150000,0,0,0,5201.971,1,CAPS  ,CAPS  ,            ,                                        ,05/06/2024,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0191,0.00075,1,       ,V99     ,17,1,KG    ,1,VITAMINA D3 (COLECALCIFEROL)                                                    ,KG    ,1,1117.392,26,0,2,1,1,150000,0,0,0,1117.392,1,CAPS  ,CAPS  ,            ,                                        ,03/02/2023,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MPA-0043,0.0003,1,       ,V99     ,18,1,GR    ,1,CIANOCOBALAMINA  (VITAMINA B12)                                                 ,GR    ,1,36.8258,26,0,2,1,1,150000,0,0,0,36.8258,1,CAPS  ,CAPS  ,            ,                                        ,28/08/2024,DIAMIVYM C/30 CAPS ST                   
41CPDM01            ,MEP-0060,150000,1,       ,V99     ,19,1,PZA   ,1,CAPSULA #00 ESCARLATA / ESCARLATA,PZA   ,2,0.00833,26,0,3,20.3363,20.3363,150000,0,0,0,0.00833,2,CAPS  ,CAPS  ,            ,                                        ,11/04/2024,DIAMIVYM C/30 CAPS ST                   
41CPFA01            ,MPA-0031,4,1,       ,        ,1,1,KG    ,1,CARBONATO DE CALCIO DC (A)                                                      ,KG    ,1,113.6091,27,0,2,1,1,160000,0,0,0,113.6091,1,CAPS  ,CAPS  ,            ,                                        ,06/03/2025,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0043,0.001,1,       ,        ,2,1,GR    ,1,CIANOCOBALAMINA  (VITAMINA B12)                                                 ,GR    ,1,36.8258,27,0,2,1,1,160000,0,0,0,36.8258,1,CAPS  ,CAPS  ,            ,                                        ,28/08/2024,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0047,1.6,1,       ,        ,3,1,KG    ,1,COENZYMA Q10                                                                    ,KG    ,1,8022.027,27,0,2,1,1,160000,0,0,0,8022.027,1,CAPS  ,CAPS  ,            ,                                        ,14/11/2024,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0097,1.6,1,       ,        ,4,1,KG    ,1,HIERRO (SULFATO FERROSO EN POLVO)                                               ,KG    ,1,87,27,0,2,1,1,160000,0,0,0,87,1,CAPS  ,CAPS  ,            ,                                        ,06/02/2025,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0159,0.272,1,       ,        ,5,1,KG    ,1,RIBOFLAVINA BASE (Vitamina B2)                                                  ,KG    ,1,1182.1653,27,0,2,1,1,160000,0,0,0,1182.1653,1,CAPS  ,CAPS  ,            ,                                        ,06/11/2024,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0078,8,1,       ,        ,6,1,KG    ,1,GLUCONATO DE ZINC                                                               ,KG    ,1,254.66625,27,0,2,1,1,160000,0,0,0,254.66625,1,CAPS  ,CAPS  ,            ,                                        ,21/02/2025,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0174,0.4032,1,       ,        ,7,1,KG    ,1,SULFATO DE COBRE EN POLVO                                                       ,KG    ,1,840,27,0,2,1,1,160000,0,0,0,840,1,CAPS  ,CAPS  ,            ,                                        ,17/02/2025,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0006,0.16,1,       ,        ,8,1,KG    ,1,"VITAMINA A PALMITATO POLVO 250,000 UI                                           ",KG    ,1,912.1275,27,0,2,1,1,160000,0,0,0,912.1275,1,CAPS  ,CAPS  ,            ,                                        ,06/11/2024,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0186,0.24,1,       ,        ,9,1,KG    ,1,VITAMINA B1 (TIAMINA HCL)                                                       ,KG    ,1,741.3579,27,0,2,1,1,160000,0,0,0,741.3579,1,CAPS  ,CAPS  ,            ,                                        ,06/11/2024,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0187,3.2,1,       ,        ,10,1,KG    ,1,VITAMINA B3 (NICOTINAMIDA)                                                      ,KG    ,1,169.1718,27,0,2,1,1,160000,0,0,0,169.1718,1,CAPS  ,CAPS  ,            ,                                        ,19/12/2024,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0189,0.32,1,       ,        ,11,1,KG    ,1,VITAMINA B6 (PIRIDOXINA HCL)                                                    ,KG    ,1,664.6035,27,0,2,1,1,160000,0,0,0,664.6035,1,CAPS  ,CAPS  ,            ,                                        ,19/12/2024,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0191,0.0016,1,       ,        ,12,1,KG    ,1,VITAMINA D3 (COLECALCIFEROL)                                                    ,KG    ,1,1117.392,27,0,2,1,1,160000,0,0,0,1117.392,1,CAPS  ,CAPS  ,            ,                                        ,03/02/2023,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0193,4.8,1,       ,        ,13,1,KG    ,1,VITAMINA E EN POLVO AL 50 %                                                     ,KG    ,1,446.7804,27,0,2,1,1,160000,0,0,0,446.7804,1,CAPS  ,CAPS  ,            ,                                        ,17/02/2025,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPE-0039,40.0256,1,       ,        ,14,1,KG    ,1,CELULOSA MICROCRISTALINA PH 102,KG    ,1,79.13958,27,0,2,1,1,160000,0,0,0,79.13958,1,CAPS  ,CAPS  ,            ,                                        ,11/03/2025,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPE-0068,0.864,1,       ,        ,15,1,KG    ,1,ESTEARATO DE MAGNESIO USP/NF,KG    ,1,68.844798,27,0,2,1,1,160000,0,0,0,68.844798,1,CAPS  ,CAPS  ,            ,                                        ,17/02/2025,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0245,8,1,       ,        ,16,1,KG    ,1,VITAMINA C  RECUBIERTA                                                          ,KG    ,1,233.00955,27,0,2,1,1,160000,0,0,0,233.00955,1,CAPS  ,CAPS  ,            ,                                        ,19/02/2025,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0175,8.64,1,       ,        ,17,1,KG    ,1,SULFATO DE MAGNESIO,KG    ,1,61.3206,27,0,2,1,1,160000,0,0,0,61.3206,1,CAPS  ,CAPS  ,            ,                                        ,20/12/2024,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0177,1.7824,1,       ,        ,18,1,KG    ,1,SULFATO DE POTASIO                                                              ,KG    ,1,470,27,0,2,1,1,160000,0,0,0,470,1,CAPS  ,CAPS  ,            ,                                        ,18/10/2024,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0072,1.6,1,       ,        ,19,1,KG    ,1,AJO PLUS DEODORIZADO                                                            ,KG    ,1,170,27,0,2,1,1,160000,0,0,0,170,1,CAPS  ,CAPS  ,            ,                                        ,11/12/2024,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0103,1.6,1,       ,        ,20,1,KG    ,1,JALEA REAL EN POLVO                                                             ,KG    ,1,6410,27,0,2,1,1,160000,0,0,0,6410,1,CAPS  ,CAPS  ,            ,                                        ,28/02/2025,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0075,1.6,1,       ,        ,21,1,KG    ,1,BITARTRATO DE COLINA                                                            ,KG    ,1,307.41925,27,0,2,1,1,160000,0,0,0,307.41925,1,CAPS  ,CAPS  ,            ,                                        ,30/10/2024,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPE-0060,0.2592,1,       ,        ,22,1,KG    ,1,DIOXIDO DE SILICIO COLOIDAL USP(HDK N20),KG    ,1,445.14675,27,0,2,1,1,160000,0,0,0,445.14675,1,CAPS  ,CAPS  ,            ,                                        ,13/01/2025,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0010,0.064,1,       ,        ,23,1,KG    ,1,ACIDO FOLICO                                                                    ,KG    ,1,1314.7875,27,0,2,1,1,160000,0,0,0,1314.7875,1,CAPS  ,CAPS  ,            ,                                        ,11/12/2024,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0074,0.0158,1,       ,        ,24,1,KG    ,1,BETACAROTENO 1%                                                                 ,KG    ,1,971.3161,27,0,2,1,1,160000,0,0,0,971.3161,1,CAPS  ,CAPS  ,            ,                                        ,17/02/2025,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MEP-0060,163200,1,       ,        ,25,1,PZA   ,1,CAPSULA #00 ESCARLATA / ESCARLATA,PZA   ,2,0.00833,27,0,3,20.3363,20.3363,160000,0,0,0,0.00833,2,CAPS  ,CAPS  ,            ,                                        ,11/04/2024,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0188,1.6,1,       ,        ,26,1,KG    ,1,VITAMINA B5 (PANTOTENATO DE CALCIO)                                             ,KG    ,1,601.101,27,0,2,1,1,160000,0,0,0,601.101,1,CAPS  ,CAPS  ,            ,                                        ,06/11/2024,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0176,0.5504,1,       ,        ,27,1,KG    ,1,SULFATO DE MANGANESO,KG    ,1,128.0126,27,0,2,1,1,160000,0,0,0,128.0126,1,CAPS  ,CAPS  ,            ,                                        ,18/12/2023,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFA01            ,MPA-0079,3.2,1,       ,        ,28,1,KG    ,1,LECITINA DE SOYA POLVO                                                          ,KG    ,1,173.17305,27,0,2,1,1,160000,0,0,0,173.17305,1,CAPS  ,CAPS  ,            ,                                        ,21/02/2025,VIT/MIN/AJO/JALEA REAL/COENZIM Q10 ST   
41CPFH01            ,MPE-0039,40.2928,1,       ,        ,1,1,KG    ,1,CELULOSA MICROCRISTALINA PH 102,KG    ,1,79.13958,28,0,2,1,1,150000,0,0,0,79.13958,1,TABS  ,CAPS  ,            ,                                        ,11/03/2025,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0193,9,1,       ,        ,2,1,KG    ,1,VITAMINA E EN POLVO AL 50 %                                                     ,KG    ,1,446.7804,28,0,2,1,1,150000,0,0,0,446.7804,1,TABS  ,CAPS  ,            ,                                        ,17/02/2025,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0245,7.732,1,       ,        ,3,1,KG    ,1,VITAMINA C  RECUBIERTA                                                          ,KG    ,1,233.00955,28,0,2,1,1,150000,0,0,0,233.00955,1,TABS  ,CAPS  ,            ,                                        ,19/02/2025,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0175,8.1,1,       ,        ,4,1,KG    ,1,SULFATO DE MAGNESIO,KG    ,1,61.3206,28,0,2,1,1,150000,0,0,0,61.3206,1,TABS  ,CAPS  ,            ,                                        ,20/12/2024,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0078,7.5,1,       ,        ,5,1,KG    ,1,GLUCONATO DE ZINC                                                               ,KG    ,1,254.66625,28,0,2,1,1,150000,0,0,0,254.66625,1,TABS  ,CAPS  ,            ,                                        ,21/02/2025,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0409,3.75,1,       ,        ,6,1,KG    ,1,CARBONATO DE CALCIO MD90                                                        ,KG    ,1,177.47625,28,0,2,1,1,150000,0,0,0,177.47625,1,TABS  ,CAPS  ,            ,                                        ,10/03/2025,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0079,3,1,       ,        ,7,1,KG    ,1,LECITINA DE SOYA POLVO                                                          ,KG    ,1,173.17305,28,0,2,1,1,150000,0,0,0,173.17305,1,TABS  ,CAPS  ,            ,                                        ,21/02/2025,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0187,3,1,       ,        ,8,1,KG    ,1,VITAMINA B3 (NICOTINAMIDA)                                                      ,KG    ,1,169.1718,28,0,2,1,1,150000,0,0,0,169.1718,1,TABS  ,CAPS  ,            ,                                        ,19/12/2024,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0177,1.671,1,       ,        ,9,1,KG    ,1,SULFATO DE POTASIO                                                              ,KG    ,1,470,28,0,2,1,1,150000,0,0,0,470,1,TABS  ,CAPS  ,            ,                                        ,18/10/2024,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0188,1.5,1,       ,        ,10,1,KG    ,1,VITAMINA B5 (PANTOTENATO DE CALCIO)                                             ,KG    ,1,601.101,28,0,2,1,1,150000,0,0,0,601.101,1,TABS  ,CAPS  ,            ,                                        ,06/11/2024,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0097,1.5,1,       ,        ,11,1,KG    ,1,HIERRO (SULFATO FERROSO EN POLVO)                                               ,KG    ,1,87,28,0,2,1,1,150000,0,0,0,87,1,TABS  ,CAPS  ,            ,                                        ,06/02/2025,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0072,1.5,1,       ,        ,12,1,KG    ,1,AJO PLUS DEODORIZADO                                                            ,KG    ,1,170,28,0,2,1,1,150000,0,0,0,170,1,TABS  ,CAPS  ,            ,                                        ,11/12/2024,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0103,1.5,1,       ,        ,13,1,KG    ,1,JALEA REAL EN POLVO                                                             ,KG    ,1,6410,28,0,2,1,1,150000,0,0,0,6410,1,TABS  ,CAPS  ,            ,                                        ,28/02/2025,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0075,1.5,1,       ,        ,14,1,KG    ,1,BITARTRATO DE COLINA                                                            ,KG    ,1,307.41925,28,0,2,1,1,150000,0,0,0,307.41925,1,TABS  ,CAPS  ,            ,                                        ,30/10/2024,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0047,1.5,1,       ,        ,15,1,KG    ,1,COENZYMA Q10                                                                    ,KG    ,1,8022.027,28,0,2,1,1,150000,0,0,0,8022.027,1,TABS  ,CAPS  ,            ,                                        ,14/11/2024,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPE-0068,0.81,1,       ,        ,16,1,KG    ,1,ESTEARATO DE MAGNESIO USP/NF,KG    ,1,68.844798,28,0,2,1,1,150000,0,0,0,68.844798,1,TABS  ,CAPS  ,            ,                                        ,17/02/2025,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0176,0.516,1,       ,        ,17,1,KG    ,1,SULFATO DE MANGANESO,KG    ,1,128.0126,28,0,2,1,1,150000,0,0,0,128.0126,1,TABS  ,CAPS  ,            ,                                        ,18/12/2023,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0174,0.378,1,       ,        ,18,1,KG    ,1,SULFATO DE COBRE EN POLVO                                                       ,KG    ,1,840,28,0,2,1,1,150000,0,0,0,840,1,TABS  ,CAPS  ,            ,                                        ,17/02/2025,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0189,0.3,1,       ,        ,19,1,KG    ,1,VITAMINA B6 (PIRIDOXINA HCL)                                                    ,KG    ,1,664.6035,28,0,2,1,1,150000,0,0,0,664.6035,1,TABS  ,CAPS  ,            ,                                        ,19/12/2024,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0159,0.255,1,       ,        ,20,1,KG    ,1,RIBOFLAVINA BASE (Vitamina B2)                                                  ,KG    ,1,1182.1653,28,0,2,1,1,150000,0,0,0,1182.1653,1,TABS  ,CAPS  ,            ,                                        ,06/11/2024,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPE-0060,0.243,1,       ,        ,21,1,KG    ,1,DIOXIDO DE SILICIO COLOIDAL USP(HDK N20),KG    ,1,445.14675,28,0,2,1,1,150000,0,0,0,445.14675,1,TABS  ,CAPS  ,            ,                                        ,13/01/2025,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0186,0.225,1,       ,        ,22,1,KG    ,1,VITAMINA B1 (TIAMINA HCL)                                                       ,KG    ,1,741.3579,28,0,2,1,1,150000,0,0,0,741.3579,1,TABS  ,CAPS  ,            ,                                        ,06/11/2024,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0006,0.15,1,       ,        ,23,1,KG    ,1,"VITAMINA A PALMITATO POLVO 250,000 UI                                           ",KG    ,1,912.1275,28,0,2,1,1,150000,0,0,0,912.1275,1,TABS  ,CAPS  ,            ,                                        ,06/11/2024,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0010,0.06,1,       ,        ,24,1,KG    ,1,ACIDO FOLICO                                                                    ,KG    ,1,1314.7875,28,0,2,1,1,150000,0,0,0,1314.7875,1,TABS  ,CAPS  ,            ,                                        ,11/12/2024,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0416,0.0419,1,       ,        ,25,1,KG    ,1,Betacaroteno                                                                    ,KG    ,1,683.132,28,0,2,1,1,150000,0,0,0,683.132,1,TABS  ,CAPS  ,            ,                                        ,13/07/2023,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0191,0.0015,1,       ,        ,26,1,KG    ,1,VITAMINA D3 (COLECALCIFEROL)                                                    ,KG    ,1,1117.392,28,0,2,1,1,150000,0,0,0,1117.392,1,TABS  ,CAPS  ,            ,                                        ,03/02/2023,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MPA-0043,0.9,1,       ,        ,27,1,GR    ,1,CIANOCOBALAMINA  (VITAMINA B12)                                                 ,GR    ,1,36.8258,28,0,2,1,1,150000,0,0,0,36.8258,1,TABS  ,CAPS  ,            ,                                        ,28/08/2024,FACTOR H3 100 CAPSULAS ST               
41CPFH01            ,MEP-0060,150000,1,       ,        ,28,1,PZA   ,1,CAPSULA #00 ESCARLATA / ESCARLATA,PZA   ,2,0.00833,28,0,3,20.3363,20.3363,150000,0,0,0,0.00833,2,TABS  ,CAPS  ,            ,                                        ,11/04/2024,FACTOR H3 100 CAPSULAS ST               
