No_nota   ,Tip_not      ,Fecha     ,Fec_rea   ,Conc,Cve_factu,No_fac    ,Tot_nota            ,Saldo               ,Nom_cte                                                                                                                                                                                                                                                       ,No_cliente,No_estado ,Iva                 ,Ieps                ,Retisrcre           ,Retiva_not          ,Impto1              ,Impto2              ,Timpto1,Timpto2,Otrosimptos,Subtotal            ,Descuento           ,Cve_mon   ,Des_mon                                                                         ,Tip_cam   ,Cve_age,Nom_age                                 ,Cve_ncre    ,Cve_mov   ,Num_cuenta,Afeban,No_ped    ,Suc_ped,No_rem    ,Suc_rem,4
N482      ,Descuento    ,20/11/2025,  /  /    ,F   ,         ,          ,2011.86,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,277.5,0,0,0,0,0,0,0,0,1734.36,0,1,PESOS                                                                           ,18.341,2,NANCY MURILLO                           ,A10         ,0,0,F     ,0,       ,0,       ,
N484      ,Descuento    ,21/11/2025,  /  /    ,F   ,XAN      ,2659,1708.17,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,235.61,0,0,0,0,0,0,0,0,1472.56,0,1,PESOS                                                                           ,18.355,4,CRISTINA                                ,A12         ,0,0,F     ,0,       ,0,       ,
N485      ,Descuento    ,21/11/2025,  /  /    ,F   ,XAN      ,2657,1590.74,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,219.41,0,0,0,0,0,0,0,0,1371.33,0,1,PESOS                                                                           ,18.355,4,CRISTINA                                ,A12         ,0,0,F     ,0,       ,0,       ,
N486      ,Descuento    ,21/11/2025,  /  /    ,F   ,XAN      ,2659,3163.32,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,436.32,0,0,0,0,0,0,0,0,2727,0,1,PESOS                                                                           ,18.355,4,CRISTINA                                ,A12         ,0,0,F     ,0,       ,0,       ,
N488      ,Descuento    ,21/11/2025,  /  /    ,F   ,XAN      ,2579,2494.64,0,PROVEEDORA FARMACEUTICA RASE                                                                                                                                                                                                                                  ,224,Pagada    ,344.09,0,0,0,0,0,0,0,0,2150.55,0,1,PESOS                                                                           ,18.355,2,NANCY MURILLO                           ,A15         ,0,0,F     ,0,       ,0,       ,
N489      ,Descuento    ,24/11/2025,  /  /    ,F   ,XAN      ,2657,9055.23,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,1249,0,0,0,0,0,0,0,0,7806.23,0,1,PESOS                                                                           ,18.4965,4,CRISTINA                                ,A2          ,0,0,F     ,0,       ,0,       ,
N491      ,Descuento    ,25/11/2025,  /  /    ,F   ,XAN      ,2533,3458.12,0,SERVICIOS COMERCIALES AMAZON MEXICO                                                                                                                                                                                                                           ,459,Pagada    ,476.98,0,0,0,0,0,0,0,0,2981.14,0,1,PESOS                                                                           ,18.4997,2,NANCY MURILLO                           ,A3          ,0,0,F     ,0,       ,0,       ,
N492      ,Descuento    ,25/11/2025,  /  /    ,F   ,         ,          ,269.58,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,37.18,0,0,0,0,0,0,0,0,232.4,0,1,PESOS                                                                           ,18.4997,2,NANCY MURILLO                           ,A10         ,0,0,F     ,0,       ,0,       ,
N493      ,Descuento    ,25/11/2025,  /  /    ,F   ,XAN      ,2665,10000,0,FARMACEUTICOS TENORIO S.A. DE C.V.                                                                                                                                                                                                                            ,69,Pagada    ,1379.31,0,0,0,0,0,0,0,0,8620.69,0,1,PESOS                                                                           ,18.4997,41,TANIA CASTELLANOS                       ,A7          ,0,0,F     ,0,       ,0,       ,
N494      ,Descuento    ,25/11/2025,  /  /    ,F   ,XAN      ,1456,116000,0,REINVEX INTEGRA SA DE CV                                                                                                                                                                                                                                      ,372,Pagada    ,16000,0,0,0,0,0,0,0,0,100000,0,1,PESOS                                                                           ,18.4997,1,AGENTE SUPERVISOR                       ,A7          ,0,0,F     ,0,       ,0,       ,
N495      ,Descuento    ,25/11/2025,  /  /    ,F   ,XAN      ,2503,141589.94,0,PHARMA AMIGO SA DE CV                                                                                                                                                                                                                                         ,373,Pagada    ,19529.65,0,0,0,0,0,0,0,0,122060.29,0,1,PESOS                                                                           ,18.4997,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N496      ,Descuento    ,26/11/2025,  /  /    ,F   ,XAN      ,2385,107.97,0,FARMACEUTICOS TENORIO S.A. DE C.V.                                                                                                                                                                                                                            ,69,Pagada    ,14.89,0,0,0,0,0,0,0,0,93.08,0,1,PESOS                                                                           ,18.4308,41,TANIA CASTELLANOS                       ,A12         ,0,0,F     ,0,       ,0,       ,
N497      ,Descuento    ,26/11/2025,  /  /    ,F   ,XAN      ,2253,7526.52,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,1038.14,0,0,0,0,0,0,0,0,6488.38,0,1,PESOS                                                                           ,18.4308,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N498      ,Descuento    ,26/11/2025,  /  /    ,F   ,XAN      ,2254,8679.53,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,1197.18,0,0,0,0,0,0,0,0,7482.35,0,1,PESOS                                                                           ,18.4308,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N499      ,Descuento    ,26/11/2025,  /  /    ,F   ,XAN      ,2256,21829.92,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,3011.02,0,0,0,0,0,0,0,0,18818.9,0,1,PESOS                                                                           ,18.4308,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N500      ,Descuento    ,26/11/2025,  /  /    ,F   ,XAN      ,2258,10433.2,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,1439.06,0,0,0,0,0,0,0,0,8994.14,0,1,PESOS                                                                           ,18.4308,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N501      ,Descuento    ,26/11/2025,  /  /    ,F   ,XAN      ,2259,4640,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,640,0,0,0,0,0,0,0,0,4000,0,1,PESOS                                                                           ,18.4308,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N502      ,Descuento    ,26/11/2025,  /  /    ,F   ,XAN      ,2260,17400,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,2400,0,0,0,0,0,0,0,0,15000,0,1,PESOS                                                                           ,18.4308,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N503      ,Descuento    ,26/11/2025,  /  /    ,F   ,XAN      ,2441,37031.39,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,5107.78,0,0,0,0,0,0,0,0,31923.61,0,1,PESOS                                                                           ,18.4308,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N504      ,Descuento    ,26/11/2025,  /  /    ,F   ,XAN      ,2421,6943.66,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,957.75,0,0,0,0,0,0,0,0,5985.91,0,1,PESOS                                                                           ,18.4308,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N505      ,Descuento    ,26/11/2025,  /  /    ,F   ,XAN      ,2423,12958.71,12958.71,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Emitida   ,1787.41,0,0,0,0,0,0,0,0,11171.3,0,1,PESOS                                                                           ,18.4308,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N506      ,Descuento    ,26/11/2025,  /  /    ,F   ,XAN      ,2442,17127.68,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,2362.44,0,0,0,0,0,0,0,0,14765.24,0,1,PESOS                                                                           ,18.4308,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N507      ,Descuento    ,26/11/2025,  /  /    ,F   ,XAN      ,2456,1201.7,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,165.75,0,0,0,0,0,0,0,0,1035.95,0,1,PESOS                                                                           ,18.4308,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N508      ,Descuento    ,26/11/2025,  /  /    ,F   ,XAN      ,2549,14421.64,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,1989.19,0,0,0,0,0,0,0,0,12432.45,0,1,PESOS                                                                           ,18.4308,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N509      ,Descuento    ,26/11/2025,  /  /    ,F   ,XAN      ,2667,22675.97,0,ROSARIO MENDOZA MACEDO                                                                                                                                                                                                                                        ,8,Pagada    ,3127.72,0,0,0,0,0,0,0,0,19548.25,0,1,PESOS                                                                           ,18.4308,41,TANIA CASTELLANOS                       ,A7          ,0,0,F     ,0,       ,0,       ,
N510      ,Descuento    ,27/11/2025,  /  /    ,F   ,         ,          ,914.51,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,126.14,0,0,0,0,0,0,0,0,788.37,0,1,PESOS                                                                           ,18.356,2,NANCY MURILLO                           ,A10         ,0,0,F     ,0,       ,0,       ,
N511      ,Descuento    ,28/11/2025,  /  /    ,F   ,         ,          ,703.93,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,97.09,0,0,0,0,0,0,0,0,606.84,0,1,PESOS                                                                           ,18.3467,2,NANCY MURILLO                           ,A10         ,0,0,F     ,0,       ,0,       ,
N512      ,Descuento    ,28/11/2025,  /  /    ,F   ,XAN      ,2581,4097.75,0,SERVICIOS COMERCIALES AMAZON MEXICO                                                                                                                                                                                                                           ,459,Pagada    ,565.21,0,0,0,0,0,0,0,0,3532.54,0,1,PESOS                                                                           ,18.3467,2,NANCY MURILLO                           ,A7          ,0,0,F     ,0,       ,0,       ,
N513      ,Descuento    ,28/11/2025,  /  /    ,F   ,         ,          ,3298.91,0,SERVICIOS COMERCIALES AMAZON MEXICO                                                                                                                                                                                                                           ,459,Pagada    ,455.02,0,0,0,0,0,0,0,0,2843.89,0,1,PESOS                                                                           ,18.3467,2,NANCY MURILLO                           ,A3          ,0,0,F     ,0,       ,0,       ,
N514      ,Descuento    ,28/11/2025,  /  /    ,F   ,         ,          ,123606.61,0,SERVICIOS COMERCIALES AMAZON MEXICO                                                                                                                                                                                                                           ,459,Pagada    ,17049.19,0,0,0,0,0,0,0,0,106557.42,0,1,PESOS                                                                           ,18.3467,2,NANCY MURILLO                           ,A3          ,0,0,F     ,0,       ,0,       ,
N515      ,Descuento    ,28/11/2025,  /  /    ,F   ,         ,          ,8384.32,0,SERVICIOS COMERCIALES AMAZON MEXICO                                                                                                                                                                                                                           ,459,Pagada    ,1156.46,0,0,0,0,0,0,0,0,7227.86,0,1,PESOS                                                                           ,18.3467,2,NANCY MURILLO                           ,A3          ,0,0,F     ,0,       ,0,       ,
N516      ,Descuento    ,01/12/2025,  /  /    ,F   ,XAN      ,2263,18986.88,0,COMERCIAL GFC SA DE CV                                                                                                                                                                                                                                        ,370,Pagada    ,2618.88,0,0,0,0,0,0,0,0,16368,0,1,PESOS                                                                           ,18.3075,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N517      ,Descuento    ,01/12/2025,  /  /    ,F   ,XAN      ,2577,21573.07,0,DISTRIBUIDORA SEVI S.A. DE C.V.                                                                                                                                                                                                                               ,16,Pagada    ,2975.6,0,0,0,0,0,0,0,0,18597.47,0,1,PESOS                                                                           ,18.3075,2,NANCY MURILLO                           ,A7          ,0,0,F     ,0,       ,0,       ,
N518      ,Descuento    ,03/12/2025,  /  /    ,F   ,XAN      ,1629,3675.2,0,COMERCIAL GFC SA DE CV                                                                                                                                                                                                                                        ,370,Pagada    ,506.92,0,0,0,0,0,0,0,0,3168.28,0,1,PESOS                                                                           ,18.291,1,AGENTE SUPERVISOR                       ,A13         ,0,0,F     ,0,       ,0,       ,
N519      ,Descuento    ,03/12/2025,  /  /    ,F   ,XAN      ,2957,56.68,0,OPERADORA SUPER SOYA SA DE CV                                                                                                                                                                                                                                 ,427,Pagada    ,7.82,0,0,0,0,0,0,0,0,48.86,0,1,PESOS                                                                           ,18.291,2,NANCY MURILLO                           ,A12         ,0,0,F     ,0,       ,0,       ,
N520      ,Descuento    ,03/12/2025,  /  /    ,F   ,XAN      ,2910,1564.68,0,COMERCIALIZADORA NATURISTA DE MEXICO                                                                                                                                                                                                                          ,369,Pagada    ,215.82,0,0,0,0,0,0,0,0,1348.86,0,1,PESOS                                                                           ,18.291,41,TANIA CASTELLANOS                       ,A7          ,0,0,F     ,0,       ,0,       ,
N521      ,Descuento    ,03/12/2025,  /  /    ,F   ,XAN      ,2916,10687.95,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,1474.2,0,0,0,0,0,0,0,0,9213.75,0,1,PESOS                                                                           ,18.291,4,CRISTINA                                ,A2          ,0,0,F     ,0,       ,0,       ,
N522      ,Descuento    ,03/12/2025,  /  /    ,F   ,XAN      ,2135,10093.26,0,PHARMA AMIGO SA DE CV                                                                                                                                                                                                                                         ,373,Pagada    ,1392.17,0,0,0,0,0,0,0,0,8701.09,0,1,PESOS                                                                           ,18.291,4,CRISTINA                                ,A15         ,0,0,F     ,0,       ,0,       ,
N523      ,Descuento    ,03/12/2025,  /  /    ,F   ,XAN      ,2917,694.47,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,95.79,0,0,0,0,0,0,0,0,598.68,0,1,PESOS                                                                           ,18.291,4,CRISTINA                                ,A12         ,0,0,F     ,0,       ,0,       ,
N524      ,Descuento    ,03/12/2025,  /  /    ,F   ,XAN      ,2160,3193.82,0,PHARMA AMIGO SA DE CV                                                                                                                                                                                                                                         ,373,Pagada    ,440.53,0,0,0,0,0,0,0,0,2753.29,0,1,PESOS                                                                           ,18.291,4,CRISTINA                                ,A15         ,0,0,F     ,0,       ,0,       ,
N525      ,Descuento    ,03/12/2025,  /  /    ,F   ,         ,          ,10572.96,0,PHARMA AMIGO SA DE CV                                                                                                                                                                                                                                         ,373,Pagada    ,1458.34,0,0,0,0,0,0,0,0,9114.62,0,1,PESOS                                                                           ,18.291,4,CRISTINA                                ,A15         ,0,0,F     ,0,       ,0,       ,
N526      ,Descuento    ,04/12/2025,  /  /    ,F   ,XAN      ,2686,1715.5,0,SERVICIOS COMERCIALES AMAZON MEXICO                                                                                                                                                                                                                           ,459,Pagada    ,236.62,0,0,0,0,0,0,0,0,1478.88,0,1,PESOS                                                                           ,18.2642,2,NANCY MURILLO                           ,A3          ,0,0,F     ,0,       ,0,       ,
N527      ,Descuento    ,04/12/2025,  /  /    ,F   ,XAN      ,3012,399.85,0,DISTRIBUIDORA SEVI S.A. DE C.V.                                                                                                                                                                                                                               ,16,Pagada    ,55.15,0,0,0,0,0,0,0,0,344.7,0,1,PESOS                                                                           ,18.2642,2,NANCY MURILLO                           ,A12         ,0,0,F     ,0,       ,0,       ,
N528      ,Descuento    ,05/12/2025,  /  /    ,F   ,XAN      ,2923,176.75,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,24.38,0,0,0,0,0,0,0,0,152.37,0,1,PESOS                                                                           ,18.2293,4,CRISTINA                                ,A2          ,0,0,F     ,0,       ,0,       ,
N529      ,Descuento    ,05/12/2025,  /  /    ,F   ,XAN      ,2922,211.83,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,29.22,0,0,0,0,0,0,0,0,182.61,0,1,PESOS                                                                           ,18.2293,4,CRISTINA                                ,A12         ,0,0,F     ,0,       ,0,       ,
N530      ,Descuento    ,05/12/2025,  /  /    ,F   ,XAN      ,2915,10364.02,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,1429.52,0,0,0,0,0,0,0,0,8934.5,0,1,PESOS                                                                           ,18.2293,4,CRISTINA                                ,A2          ,0,0,F     ,0,       ,0,       ,
N531      ,Descuento    ,10/12/2025,  /  /    ,F   ,XAN      ,1929,56737.5,0,SERVICIOS EN PUERTOS Y TERMINALES                                                                                                                                                                                                                             ,454,Pagada    ,7825.86,0,0,0,0,0,0,0,0,48911.64,0,1,PESOS                                                                           ,18.194,1,AGENTE SUPERVISOR                       ,A7          ,0,0,F     ,0,       ,0,       ,
N533      ,Descuento    ,10/12/2025,  /  /    ,F   ,XAN      ,2917,2703.57,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,372.91,0,0,0,0,0,0,0,0,2330.66,0,1,PESOS                                                                           ,18.194,4,CRISTINA                                ,A2          ,0,0,F     ,0,       ,0,       ,
N534      ,Descuento    ,11/12/2025,  /  /    ,F   ,XAN      ,2719,5000.01,0,"PHARMA LIFE, S DE RL DE CV                                                                                                                                                                                                                                    ",252,Pagada    ,689.66,0,0,0,0,0,0,0,0,4310.35,0,1,PESOS                                                                           ,18.2085,41,TANIA CASTELLANOS                       ,A7          ,0,0,F     ,0,       ,0,       ,
N537      ,Descuento    ,12/12/2025,  /  /    ,F   ,XAN      ,923,1414.7,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,195.13,0,0,0,0,0,0,0,0,1219.57,0,1,PESOS                                                                           ,18.2085,99999,POR CLASIFICAR                          ,A13         ,0,0,F     ,0,       ,0,       ,
N538      ,Descuento    ,12/12/2025,  /  /    ,F   ,XAN      ,2917,47553.82,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,6559.15,0,0,0,0,0,0,0,0,40994.67,0,1,PESOS                                                                           ,18.2085,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N539      ,Descuento    ,12/12/2025,  /  /    ,F   ,XAN      ,2921,15370,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,2120,0,0,0,0,0,0,0,0,13250,0,1,PESOS                                                                           ,18.2085,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N540      ,Descuento    ,15/12/2025,  /  /    ,F   ,XAN      ,3066,2090.51,0,VENTA MENUDEO                                                                                                                                                                                                                                                 ,2,Pagada    ,288.35,0,0,0,0,0,0,0,0,1802.16,0,1,PESOS                                                                           ,18.0543,1,AGENTE SUPERVISOR                       ,A2          ,0,0,F     ,0,       ,0,       ,
N541      ,Descuento    ,16/12/2025,  /  /    ,F   ,XAN      ,2613,46400,0,REINVEX INTEGRA SA DE CV                                                                                                                                                                                                                                      ,372,Pagada    ,6400,0,0,0,0,0,0,0,0,40000,0,1,PESOS                                                                           ,17.9925,3,CHANTAL                                 ,A7          ,0,0,F     ,0,       ,0,       ,
N543      ,Descuento    ,16/12/2025,  /  /    ,F   ,         ,          ,926.05,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,127.73,0,0,0,0,0,0,0,0,798.32,0,1,PESOS                                                                           ,17.9925,2,NANCY MURILLO                           ,A10         ,0,0,F     ,0,       ,0,       ,
N545      ,Descuento    ,17/12/2025,  /  /    ,F   ,XAN      ,2958,20329.36,0,REINVEX INTEGRA SA DE CV                                                                                                                                                                                                                                      ,372,Pagada    ,2804.05,0,0,0,0,0,0,0,0,17525.31,0,1,PESOS                                                                           ,17.9525,3,CHANTAL                                 ,A7          ,0,0,F     ,0,       ,0,       ,
N547      ,Descuento    ,17/12/2025,  /  /    ,F   ,XAN      ,3154,4056.15,0,SUPER MAYOREO NATURISTA S.A. DE C.V.                                                                                                                                                                                                                          ,61,Pagada    ,559.47,0,0,0,0,0,0,0,0,3496.68,0,1,PESOS                                                                           ,17.9525,41,TANIA CASTELLANOS                       ,A14         ,0,0,F     ,0,       ,0,       ,
N548      ,Descuento    ,17/12/2025,  /  /    ,F   ,XAN      ,3154,6325.69,0,SUPER MAYOREO NATURISTA S.A. DE C.V.                                                                                                                                                                                                                          ,61,Pagada    ,872.51,0,0,0,0,0,0,0,0,5453.18,0,1,PESOS                                                                           ,17.9525,41,TANIA CASTELLANOS                       ,A12         ,0,0,F     ,0,       ,0,       ,
N549      ,Descuento    ,17/12/2025,  /  /    ,F   ,XAN      ,2524,372,0,LUIN FARMACEUTICA                                                                                                                                                                                                                                             ,462,Pagada    ,51.31,0,0,0,0,0,0,0,0,320.69,0,1,PESOS                                                                           ,17.9525,43,AXEL CORREA                             ,A13         ,0,0,F     ,0,       ,0,       ,
N550      ,Descuento    ,18/12/2025,  /  /    ,F   ,XAN      ,2613,14271.5,0,REINVEX INTEGRA SA DE CV                                                                                                                                                                                                                                      ,372,Pagada    ,1968.48,0,0,0,0,0,0,0,0,12303.02,0,1,PESOS                                                                           ,18.02,3,CHANTAL                                 ,A7          ,0,0,F     ,0,       ,0,       ,
N551      ,Descuento    ,19/12/2025,  /  /    ,F   ,XAN      ,1902,21388.93,0,REINVEX INTEGRA SA DE CV                                                                                                                                                                                                                                      ,372,Pagada    ,2950.2,0,0,0,0,0,0,0,0,18438.73,0,1,PESOS                                                                           ,17.9792,1,AGENTE SUPERVISOR                       ,A7          ,0,0,F     ,0,       ,0,       ,
N552      ,Descuento    ,19/12/2025,  /  /    ,F   ,         ,          ,7973.03,0,SERVICIOS COMERCIALES AMAZON MEXICO                                                                                                                                                                                                                           ,459,Pagada    ,1099.73,0,0,0,0,0,0,0,0,6873.3,0,1,PESOS                                                                           ,17.9792,2,NANCY MURILLO                           ,A3          ,0,0,F     ,0,       ,0,       ,
N553      ,Descuento    ,19/12/2025,  /  /    ,F   ,XAN      ,2944,19330.31,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,2666.25,0,0,0,0,0,0,0,0,16664.06,0,1,PESOS                                                                           ,17.9792,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N554      ,Descuento    ,19/12/2025,  /  /    ,F   ,XAN      ,2944,20541.31,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,2833.28,0,0,0,0,0,0,0,0,17708.03,0,1,PESOS                                                                           ,17.9792,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N555      ,Descuento    ,19/12/2025,  /  /    ,F   ,XAN      ,2944,21420.24,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,2954.52,0,0,0,0,0,0,0,0,18465.72,0,1,PESOS                                                                           ,17.9792,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N556      ,Descuento    ,19/12/2025,  /  /    ,F   ,XAN      ,2944,12571.27,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,1733.97,0,0,0,0,0,0,0,0,10837.3,0,1,PESOS                                                                           ,17.9792,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N557      ,Descuento    ,19/12/2025,  /  /    ,F   ,XAN      ,1635,9182.77,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,1266.59,0,0,0,0,0,0,0,0,7916.18,0,1,PESOS                                                                           ,17.9792,99999,POR CLASIFICAR                          ,A13         ,0,0,F     ,0,       ,0,       ,
N558      ,Descuento    ,19/12/2025,  /  /    ,F   ,XAN      ,1707,2609.42,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,359.92,0,0,0,0,0,0,0,0,2249.5,0,1,PESOS                                                                           ,17.9792,99999,POR CLASIFICAR                          ,A12         ,0,0,F     ,0,       ,0,       ,
N559      ,Descuento    ,19/12/2025,  /  /    ,F   ,XAN      ,2252,503.64,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,69.47,0,0,0,0,0,0,0,0,434.17,0,1,PESOS                                                                           ,17.9792,4,CRISTINA                                ,A12         ,0,0,F     ,0,       ,0,       ,
N560      ,Descuento    ,19/12/2025,  /  /    ,F   ,XAN      ,2259,1792.2,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,247.2,0,0,0,0,0,0,0,0,1545,0,1,PESOS                                                                           ,17.9792,4,CRISTINA                                ,A13         ,0,0,F     ,0,       ,0,       ,
N561      ,Descuento    ,19/12/2025,  /  /    ,F   ,XAN      ,930,215.18,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,29.68,0,0,0,0,0,0,0,0,185.5,0,1,PESOS                                                                           ,17.9792,99999,POR CLASIFICAR                          ,A3          ,0,0,F     ,0,       ,0,       ,
N564      ,Descuento    ,19/12/2025,  /  /    ,F   ,XAN      ,2958,43.7,0,REINVEX INTEGRA SA DE CV                                                                                                                                                                                                                                      ,372,Pagada    ,6.03,0,0,0,0,0,0,0,0,37.67,0,1,PESOS                                                                           ,17.9792,3,CHANTAL                                 ,A13         ,0,0,F     ,0,       ,0,       ,
N565      ,Descuento    ,22/12/2025,  /  /    ,F   ,XAN      ,2669,9996.3,0,COMERCIAL GFC SA DE CV                                                                                                                                                                                                                                        ,370,Pagada    ,1378.8,0,0,0,0,0,0,0,0,8617.5,0,1,PESOS                                                                           ,18.0065,4,CRISTINA                                ,A13         ,0,0,F     ,0,       ,0,       ,
N566      ,Descuento    ,22/12/2025,  /  /    ,F   ,XAN      ,2944,42630,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,5880,0,0,0,0,0,0,0,0,36750,0,1,PESOS                                                                           ,18.0065,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N567      ,Descuento    ,22/12/2025,  /  /    ,F   ,XAN      ,2974,62.23,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,8.58,0,0,0,0,0,0,0,0,53.65,0,1,PESOS                                                                           ,18.0065,4,CRISTINA                                ,A12         ,0,0,F     ,0,       ,0,       ,
N573      ,Descuento    ,22/12/2025,  /  /    ,F   ,XAN      ,888,430.36,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,59.36,0,0,0,0,0,0,0,0,371,0,1,PESOS                                                                           ,18.0065,99999,POR CLASIFICAR                          ,A15         ,0,0,F     ,0,       ,0,       ,
N574      ,Descuento    ,22/12/2025,  /  /    ,F   ,XAN      ,2974,52198.84,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,7199.84,0,0,0,0,0,0,0,0,44999,0,1,PESOS                                                                           ,18.0065,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N575      ,Descuento    ,22/12/2025,  /  /    ,F   ,XAN      ,2974,52198.84,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,7199.84,0,0,0,0,0,0,0,0,44999,0,1,PESOS                                                                           ,18.0065,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N576      ,Descuento    ,22/12/2025,  /  /    ,F   ,XAN      ,2974,52198.84,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,7199.84,0,0,0,0,0,0,0,0,44999,0,1,PESOS                                                                           ,18.0065,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
N577      ,Descuento    ,22/12/2025,  /  /    ,F   ,XAN      ,2974,52198.84,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,7199.84,0,0,0,0,0,0,0,0,44999,0,1,PESOS                                                                           ,18.0065,4,CRISTINA                                ,A7          ,0,0,F     ,0,       ,0,       ,
