Cve_prod            ,New_med,Lote                          ,Lugar     ,Cve_monc  ,Tip_cam   ,Cto_ent             ,Stalote,Cve_tial  ,Cse_prod  ,Fact_peso     ,Ind_med,Existencia          ,Cosprom             ,Fech_venc ,Diasvida,Cve_monc2 ,Cto_ent2            ,Peso_tot            ,Desc_prod                               ,Codbar              ,Uni_med,Lista_med   ,Des_lug                                 ,Des_tial                                ,Otrodl1                                                                                             ,Otrodl2                                                                                             ,Desc_med                                
MPD-0288            ,       ,MP230439                      ,7,1,1,205,1,2,ADITIVO   ,0,0,14.74,205,15/02/2024,0,1,205,0,NARANJA POLVO DU                        ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIA PRIMA                           ,230215JNPDUS3                                                                                       ,                                                                                                    ,                                        
MPD-0291            ,       ,MP220531                      ,7,1,1,326.31494,1,2,ADITIVO   ,0,0,3.4,369.54305,05/09/2023,0,1,326.31494,0,SABOR FRESA PWD 19665PA                 ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIA PRIMA                           ,XJCGV0788                                                                                           ,C0318                                                                                               ,                                        
MPE-0015            ,       ,MP220588                      ,7,1,1,68.8048,1,2,ADITIVO   ,0,0,12.4,61.72967,14/07/2024,0,1,68.8048,0,DMDM HIDANTOINA                         ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIA PRIMA                           ,B14120/140722                                                                                       ,C0302                                                                                               ,                                        
MPE-0015            ,       ,MP230144                      ,7,1,1,68.8048,1,2,ADITIVO   ,0,0,8,68.8048,09/11/2023,0,1,68.8048,0,DMDM HIDANTOINA                         ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIA PRIMA                           ,B13703/091121                                                                                       ,C0302                                                                                               ,                                        
MPE-0023            ,       ,MP230116                      ,7,1,1,75.011475,1,2,ADITIVO   ,1,0,0.00038,76.879377,06/09/2024,0,1,75.011475,0.00038,ISOMALTULOSA                            ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIA PRIMA                           ,8.29E+04,                                                                                                    ,                                        
MPE-0023            ,       ,MP230151                      ,7,1,1,75.011475,1,2,ADITIVO   ,1,0,0.001,88.26027,06/09/2024,0,1,75.011475,0.001,ISOMALTULOSA                            ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIA PRIMA                           ,82852,"C0120, SIMILARES                                                                                    ",                                        
MPE-0023            ,       ,MP230482                      ,7,1,1,75.011475,1,2,ADITIVO   ,1,0,25.7778,73.646373,01/01/2025,0,1,75.011475,25.7778,ISOMALTULOSA                            ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIA PRIMA                           ,83802,                                                                                                    ,                                        
MPE-0023            ,       ,MP230521                      ,7,1,1,75.011475,1,2,ADITIVO   ,1,0,35.123,75.011475,02/06/2025,0,1,75.011475,35.123,ISOMALTULOSA                            ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIA PRIMA                           ,83883,                                                                                                    ,                                        
MPE-0293            ,       ,MP211141                      ,7,1,1,326.056,1,2,ADITIVO   ,0,0,2.3814,328.4752,18/07/2024,0,1,326.056,0,POLIVINILPIRROLIDONA K-30               ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIA PRIMA                           ,2544250,C0416                                                                                               ,                                        
MPE-0300            ,       ,MP230503                      ,7,1,1,232.29752,1,2,ADITIVO   ,0,0,252,232.29752,29/08/2024,0,1,232.29752,0,SABOR NARANJA 19718PA                   ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIA PRIMA                           ,YICGV0684                                                                                           ,C0218                                                                                               ,                                        
MPE-0333            ,       ,MP230434                      ,7,1,1,256.008,1,2,ADITIVO   ,0,0,13.1658,256.008,14/08/2024,0,1,256.008,0,Sabor fresa PWD 19883P                  ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIA PRIMA                           ,YICGV0653                                                                                           ,C0318                                                                                               ,                                        
MPE-0334            ,       ,MP230162                      ,7,1,1,313.41402,1,2,ADITIVO   ,0,0,0.085,313.41402,30/01/2027,0,1,313.41402,0,COLOR ROJO 40                           ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIA PRIMA                           ,2022-129-02                                                                                         ,                                                                                                    ,                                        
MPE-0335            ,       ,MP230356                      ,7,1,1,214.5276,1,2,ADITIVO   ,0,0,15.7344,214.5276,03/07/2024,0,1,214.5276,0,Sabor Limón PWD 19881P                  ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIA PRIMA                           ,YHCGV0530                                                                                           ,                                                                                                    ,                                        
MPE-0336            ,       ,MP230282                      ,7,1,1,452.7009,1,2,ADITIVO   ,0,0,0.003,475.5834,12/11/2023,0,1,452.7009,0,Sabor Naranja Mandarina 884.73262       ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIA PRIMA                           ,L13203                                                                                              ,                                                                                                    ,                                        
MPE-0336            ,       ,MP230367                      ,7,1,1,452.7009,1,2,ADITIVO   ,0,0,0.175,459.108,27/12/2023,0,1,452.7009,0,Sabor Naranja Mandarina 884.73262       ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIA PRIMA                           ,L17803                                                                                              ,                                                                                                    ,                                        
MPE-0336            ,       ,MP230401                      ,7,1,1,452.7009,1,2,ADITIVO   ,0,0,8.505,452.7009,12/01/2024,0,1,452.7009,0,Sabor Naranja Mandarina 884.73262       ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIA PRIMA                           ,L19205                                                                                              ,                                                                                                    ,                                        
MEP-0007            ,       ,ME210053                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.005,293.1436,  /  /    ,80,1,281.56149,0,BOBINA ALUMINIO CASTAÑO DE INDIAS       ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0007            ,       ,ME210480                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.005,290.3451,  /  /    ,80,1,281.56149,0,BOBINA ALUMINIO CASTAÑO DE INDIAS       ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,JL-8637/21                                                                                          ,                                                                                                    ,                                        
MEP-0007            ,       ,ME220427                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.00666667,311.261538,  /  /    ,80,1,281.56149,0,BOBINA ALUMINIO CASTAÑO DE INDIAS       ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,1915,                                                                                                    ,                                        
MEP-0013            ,       ,ME20415                       ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.00241111,264.4344,  /  /    ,80,1,281.56149,0,BOBINA ALUMINIO PLENIFORM 40            ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0013            ,       ,ME210062                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.0038,242.0664,  /  /    ,80,1,281.56149,0,BOBINA ALUMINIO PLENIFORM 40            ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0013            ,       ,ME210336                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.0085,291.363,  /  /    ,80,1,281.56149,0,BOBINA ALUMINIO PLENIFORM 40            ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,MA-8168-21                                                                                          ,                                                                                                    ,                                        
MEP-0013            ,       ,ME210384                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.0006,289.0256,  /  /    ,80,1,281.56149,0,BOBINA ALUMINIO PLENIFORM 40            ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,J83025/21                                                                                           ,                                                                                                    ,                                        
MEP-0013            ,       ,ME210481                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.0057,290.3451,  /  /    ,80,1,281.56149,0,BOBINA ALUMINIO PLENIFORM 40            ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,JL-8637-3/21                                                                                        ,                                                                                                    ,                                        
MEP-0013            ,       ,ME210495                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.0027,289.34315,  /  /    ,80,1,281.56149,0,BOBINA ALUMINIO PLENIFORM 40            ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,AG-8729/21                                                                                          ,                                                                                                    ,                                        
MEP-0013            ,       ,ME210693                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.0038,312.4199,  /  /    ,80,1,281.56149,0,BOBINA ALUMINIO PLENIFORM 40            ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,N-9294-3/21                                                                                         ,                                                                                                    ,                                        
MEP-0013            ,       ,ME220231                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.00333333,265.176,  /  /    ,80,1,281.56149,0,BOBINA ALUMINIO PLENIFORM 40            ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,1693,                                                                                                    ,                                        
MEP-0013            ,       ,ME220386                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.00984303,311.401398,  /  /    ,80,1,281.56149,0,BOBINA ALUMINIO PLENIFORM 40            ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,1907,                                                                                                    ,                                        
MEP-0013            ,       ,ME220425                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,3.77,311.261538,  /  /    ,80,1,281.56149,0,BOBINA ALUMINIO PLENIFORM 40            ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,1908,                                                                                                    ,                                        
MEP-0024            ,       ,ME210300                      ,7,1,1,289.0256,1,3,BOBINA    ,0,0,0.07,289.68825,05/08/2021,80,1,289.0256,0,BOBINA ALUMINIO BIOLACTOFRIZ            ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0025            ,       ,ME20511                       ,7,1,1,311.401398,1,3,BOBINA    ,0,0,0.00455,320.30065,03/03/2021,0,1,311.401398,0,BOBINA ALUMINIO VANESIR                 ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0025            ,       ,ME210160                      ,7,1,1,311.401398,1,3,BOBINA    ,0,0,0.007812,257.0124,05/07/2021,0,1,311.401398,0,BOBINA ALUMINIO VANESIR                 ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0025            ,       ,ME210322                      ,7,1,1,311.401398,1,3,BOBINA    ,0,0,0.00086,288.8603,29/03/2022,0,1,311.401398,0,BOBINA ALUMINIO VANESIR                 ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,MA-8129-3/21                                                                                        ,                                                                                                    ,                                        
MEP-0025            ,       ,ME220076                      ,7,1,1,311.401398,1,3,BOBINA    ,0,0,1.968,309.7503723,31/08/2022,0,1,311.401398,0,BOBINA ALUMINIO VANESIR                 ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,1473,                                                                                                    ,                                        
MEP-0025            ,       ,ME220328                      ,7,1,1,311.401398,1,3,BOBINA    ,0,0,0.625048,298.201092,25/10/2022,0,1,311.401398,0,BOBINA ALUMINIO VANESIR                 ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,1811,                                                                                                    ,                                        
MEP-0026            ,       ,ME20204                       ,7,1,1,380.3563,1,3,BOBINA    ,0,0,0.0056,351.9266,22/02/2021,0,1,380.3563,0,BOBINA ALUMINIO PAZYTIL X-3             ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0026            ,       ,ME210094                      ,7,1,1,380.3563,1,3,BOBINA    ,0,0,0.009672,290.8526,22/12/2021,0,1,380.3563,0,BOBINA ALUMINIO PAZYTIL X-3             ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0026            ,       ,ME210169                      ,7,1,1,380.3563,1,3,BOBINA    ,0,0,0.003552,310.55665,06/07/2021,0,1,380.3563,0,BOBINA ALUMINIO PAZYTIL X-3             ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0027            ,       ,ME20529                       ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.00377778,260.43,  /  /    ,0,1,281.56149,0,BOBINA ALUMINIO CASTIN                  ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0027            ,       ,ME20637                       ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.00962222,237.4056,  /  /    ,0,1,281.56149,0,BOBINA ALUMINIO CASTIN                  ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0027            ,       ,ME210153                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.00716111,257.0124,  /  /    ,0,1,281.56149,0,BOBINA ALUMINIO CASTIN                  ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0027            ,       ,ME210234                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.00777778,241.9344,  /  /    ,0,1,281.56149,0,BOBINA ALUMINIO CASTIN                  ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0027            ,       ,ME210381                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.00505778,289.0256,  /  /    ,0,1,281.56149,0,BOBINA ALUMINIO CASTIN                  ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,J83022/21                                                                                           ,                                                                                                    ,                                        
MEP-0027            ,       ,ME210459                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.005,288.26,  /  /    ,0,1,281.56149,0,BOBINA ALUMINIO CASTIN                  ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,JL-8557-1/21                                                                                        ,                                                                                                    ,                                        
MEP-0027            ,       ,ME210486                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.00864,239.442,29/07/2021,0,1,281.56149,0,BOBINA ALUMINIO CASTIN                  ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,942,                                                                                                    ,                                        
MEP-0027            ,       ,ME220132                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.005,286.6849782,  /  /    ,0,1,281.56149,0,BOBINA ALUMINIO CASTIN                  ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,1612,                                                                                                    ,                                        
MEP-0027            ,       ,ME220178                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,0.005,261.583335,11/04/2024,0,1,281.56149,0,BOBINA ALUMINIO CASTIN                  ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,1613,                                                                                                    ,                                        
MEP-0027            ,       ,ME220298                      ,7,1,1,281.56149,1,3,BOBINA    ,0,0,1.69,296.4951228,13/06/2024,0,1,281.56149,0,BOBINA ALUMINIO CASTIN                  ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,1750,D0105                                                                                               ,                                        
MEP-0041            ,       ,ME20017                       ,7,1,1,454.12,1,3,BOBINA    ,0,0,0.0003,328.8775,29/04/2021,0,1,454.12,0,PetpolifoilMB 300 KiddyLac              ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0041            ,       ,ME220270                      ,7,1,1,454.12,1,3,BOBINA    ,0,0,11.44,362.20698,05/04/2023,0,1,454.12,0,PetpolifoilMB 300 KiddyLac              ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,20031474,                                                                                                    ,                                        
MEP-0041            ,       ,ME220356                      ,7,1,1,454.12,1,3,BOBINA    ,0,0,0.0025,454.12,31/10/2022,0,1,454.12,0,PetpolifoilMB 300 KiddyLac              ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,234-009-02-10246                                                                                    ,                                                                                                    ,                                        
MEP-0041            ,       ,ME220436                      ,7,1,1,454.12,1,3,BOBINA    ,0,0,0.00625,454.12,30/01/2023,0,1,454.12,0,PetpolifoilMB 300 KiddyLac              ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,234-009-02-10246                                                                                    ,                                                                                                    ,                                        
MEP-0041            ,       ,MET20018                      ,7,1,1,454.12,1,3,BOBINA    ,0,0,0.00864,351.771,29/04/2021,0,1,454.12,0,PetpolifoilMB 300 KiddyLac              ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0043            ,       ,ME210013                      ,7,1,1,206,1,3,BOBINA    ,0,0,0.0052,375.985944,17/05/2021,0,1,206,0,Petpolifoil MB 300 Cvym                 ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0043            ,       ,ME210678                      ,7,1,1,206,1,3,BOBINA    ,0,0,12.936,383,28/03/2023,0,1,206,0,Petpolifoil MB 300 Cvym                 ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,234-002-02-9327                                                                                     ,D0303                                                                                               ,                                        
MEP-0043            ,       ,ME220637                      ,7,1,1,206,1,3,BOBINA    ,0,0,91.7676,206,05/04/2023,0,1,206,0,Petpolifoil MB 300 Cvym                 ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,94044,                                                                                                    ,                                        
MEP-0043            ,       ,MET20028                      ,7,1,1,206,1,3,BOBINA    ,0,0,0.006308,284,09/02/2021,0,1,206,0,Petpolifoil MB 300 Cvym                 ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0043            ,       ,MET20042                      ,7,1,1,206,1,3,BOBINA    ,0,0,0.008432,313.2759018,22/03/2021,0,1,206,0,Petpolifoil MB 300 Cvym                 ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0044            ,       ,ME20507                       ,7,1,1,380.3563,1,3,BOBINA    ,0,0,0.0037,320.30065,29/03/2021,0,1,380.3563,0,BOBINA ALUMINIO DIAMIVYM Cápsulas       ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0044            ,       ,ME20614                       ,7,1,1,380.3563,1,3,BOBINA    ,0,0,0.0064,291.6994,14/05/2021,0,1,380.3563,0,BOBINA ALUMINIO DIAMIVYM Cápsulas       ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0044            ,       ,ME210245                      ,7,1,1,380.3563,1,3,BOBINA    ,0,0,0.0067,292.3374,07/09/2021,0,1,380.3563,0,BOBINA ALUMINIO DIAMIVYM Cápsulas       ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0044            ,       ,ME210302                      ,7,1,1,380.3563,1,3,BOBINA    ,0,0,0.0036,289.68825,22/07/2021,0,1,380.3563,0,BOBINA ALUMINIO DIAMIVYM Cápsulas       ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0044            ,       ,ME210482                      ,7,1,1,380.3563,1,3,BOBINA    ,0,0,0.0092,290.3451,07/09/2021,0,1,380.3563,0,BOBINA ALUMINIO DIAMIVYM Cápsulas       ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,JL-8637-2/21                                                                                        ,                                                                                                    ,                                        
MEP-0044            ,       ,ME220046                      ,7,1,1,380.3563,1,3,BOBINA    ,0,0,0.008,312.8344001,17/10/2022,0,1,380.3563,0,BOBINA ALUMINIO DIAMIVYM Cápsulas       ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,F-9649-2/22                                                                                         ,D0106                                                                                               ,                                        
MEP-0045            ,       ,ME20506                       ,7,1,1,296.063418,1,3,BOBINA    ,0,0,0.0076,320.30065,  /  /    ,0,1,296.063418,0,BOBINA ALUMINIO DIALAVIT Cápsulas       ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0045            ,       ,ME20613                       ,7,1,1,296.063418,1,3,BOBINA    ,0,0,0.00328,291.6994,  /  /    ,0,1,296.063418,0,BOBINA ALUMINIO DIALAVIT Cápsulas       ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0045            ,       ,ME210335                      ,7,1,1,296.063418,1,3,BOBINA    ,0,0,0.00952,291.363,  /  /    ,0,1,296.063418,0,BOBINA ALUMINIO DIALAVIT Cápsulas       ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,MA-8184-1/21                                                                                        ,                                                                                                    ,                                        
MEP-0045            ,       ,ME210588                      ,7,1,1,296.063418,1,3,BOBINA    ,0,0,0.00782,301.26215,  /  /    ,0,1,296.063418,0,BOBINA ALUMINIO DIALAVIT Cápsulas       ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,0-9105-1/21                                                                                         ,                                                                                                    ,                                        
MEP-0045            ,       ,ME210691                      ,7,1,1,296.063418,1,3,BOBINA    ,0,0,1.20032,320.2968366,  /  /    ,0,1,296.063418,0,BOBINA ALUMINIO DIALAVIT Cápsulas       ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,N-9294-1/21                                                                                         ,                                                                                                    ,                                        
MEP-0045            ,       ,ME220264                      ,7,1,1,296.063418,1,3,BOBINA    ,0,0,1.16328,360.6708101,  /  /    ,0,1,296.063418,0,BOBINA ALUMINIO DIALAVIT Cápsulas       ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,MA-10262-4/22                                                                                       ,                                                                                                    ,                                        
MEP-0069            ,       ,ME210435                      ,7,1,1,195.799,1,3,BOBINA    ,0,0,0.00510588,375.6403042,  /  /    ,80,1,195.799,0,Petpolifoil MB 300 ABLAZOR p.t.         ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,20027569,                                                                                                    ,                                        
MEP-0070            ,       ,ME20236                       ,7,1,1,201.687,1,3,BOBINA    ,0,0,0.008,424.0964,  /  /    ,80,1,201.687,0,Petpolifoil MB 300 ABLAZOR Obsequio     ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0071            ,       ,ME20358                       ,7,1,1,206,1,3,BOBINA    ,0,0,0.002132,395.745,30/10/2020,0,1,206,0,Petpolifoil MB N125 CVYM CERO AZÚCAR    ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,D0402                                                                                               ,                                        
MEP-0071            ,       ,ME20471                       ,7,1,1,206,1,3,BOBINA    ,0,0,0.003508,217.47,08/12/2020,0,1,206,0,Petpolifoil MB N125 CVYM CERO AZÚCAR    ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0071            ,       ,ME210110                      ,7,1,1,206,1,3,BOBINA    ,0,0,0.0018,376,31/05/2022,0,1,206,0,Petpolifoil MB N125 CVYM CERO AZÚCAR    ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0071            ,       ,MET20012                      ,7,1,1,206,1,3,BOBINA    ,0,0,0.00143,284.96,11/02/2021,0,1,206,0,Petpolifoil MB N125 CVYM CERO AZÚCAR    ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0071            ,       ,MET20029                      ,7,1,1,206,1,3,BOBINA    ,0,0,0.00545,292.74,03/02/2021,0,1,206,0,Petpolifoil MB N125 CVYM CERO AZÚCAR    ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0071            ,       ,MET20043                      ,7,1,1,206,1,3,BOBINA    ,0,0,0.00054,284.96,14/04/2021,0,1,206,0,Petpolifoil MB N125 CVYM CERO AZÚCAR    ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MEP-0073            ,       ,ME20331                       ,7,1,1,382.18775,1,3,BOBINA    ,0,0,0.0028,391.34725,23/11/2020,80,1,382.18775,0,Petpolifoil MB 300 SKIN                 ,                    ,KG     ,            ,PRODUCCION EN PROCESO PT                ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
