Cve_suc,No_ped    ,F_alta_ped,Cve_cte,Nom_cte                                                                         ,Status         ,Status2        ,Cve_age,Cve_age2,Suc_cot,No_cot    ,Cve_prod            ,New_med,Uni_ped,Factor      ,Fecha_ent_a,Fol_prod,Ped_int           ,Cve_mon   ,Tip_cam   ,Lugar     ,Cant_prod           ,Cant_surtp          ,Liquidado           ,Saldo               ,Valor_prod          ,Uni_med,Desc_prod                               ,Nom_age                                 ,Nom_age2                                ,Des_mon                                 ,Submonped           ,Submonnac           ,Porcsurt            ,Psurtie             ,Cansurtie           ,Porcsurtot,Fecultsur ,Fecha_ent_b,Docsurt   ,Diastrans ,Desc_med                                
MAT    ,10229,13/07/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51PLCL01            ,V99    ,PZA    ,1,13/07/2023,1,4500402441,1,17.0783,5,72,72,0,0,89.19,PZA    ,COLAGENER 3 PEPINO-LIMON 150 G          ,MEXICO                                  ,                                        ,PESOS                                   ,6421.68,6421.68,100%,0%,0,0,14/07/2023,13/07/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10230,13/07/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51PLCL01            ,V99    ,PZA    ,1,13/07/2023,1,                  ,1,17.0783,5,72,72,0,0,89.19,PZA    ,COLAGENER 3 PEPINO-LIMON 150 G          ,MEXICO                                  ,                                        ,PESOS                                   ,6421.68,6421.68,100%,0%,0,0,14/07/2023,13/07/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10231,13/07/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51PLCL01            ,V99    ,PZA    ,1,13/07/2023,1,4500402443,1,17.0783,5,72,72,0,0,89.19,PZA    ,COLAGENER 3 PEPINO-LIMON 150 G          ,MEXICO                                  ,                                        ,PESOS                                   ,6421.68,6421.68,100%,0%,0,0,14/07/2023,13/07/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10232,13/07/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51CPDM01            ,V99    ,PZA    ,1,13/07/2023,2,4500402444,1,17.0783,5,135,135,0,0,41.88,PZA    ,DIAMIVYM C/30 CAPS                      ,MEXICO                                  ,                                        ,PESOS                                   ,5653.8,5653.8,100%,0%,0,0,14/07/2023,13/07/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10232,13/07/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51PLCL01            ,V99    ,PZA    ,1,13/07/2023,3,4500402444,1,17.0783,5,72,72,0,0,89.19,PZA    ,COLAGENER 3 PEPINO-LIMON 150 G          ,MEXICO                                  ,                                        ,PESOS                                   ,6421.68,6421.68,100%,0%,0,0,14/07/2023,13/07/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10232,13/07/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51TBCG01            ,V99    ,PZA    ,1,13/07/2023,1,4500402444,1,17.0783,5,50,50,0,0,47.54,PZA    ,COLAGENER C/60 TABS.                    ,MEXICO                                  ,                                        ,PESOS                                   ,2377,2377,100%,0%,0,0,14/07/2023,13/07/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10233,13/07/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51TBPF01            ,V99    ,PZA    ,1,13/07/2023,2,4500402445,1,17.0783,5,405,405,0,0,52.08,PZA    ,PLENIFORM 40 /30 TABS.                  ,MEXICO                                  ,                                        ,PESOS                                   ,21092.4,21092.4,100%,0%,0,0,14/07/2023,13/07/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10233,13/07/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51TBTM01            ,V99    ,PZA    ,1,13/07/2023,1,4500402445,1,17.0783,5,300,300,0,0,37.67,PZA    ,TAMARIN-LX /30 CAPS.                    ,MEXICO                                  ,                                        ,PESOS                                   ,11301,11301,100%,0%,0,0,14/07/2023,13/07/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10234,13/07/2023,370,COMERCIAL GFC SA DE CV                                                          ,Surtido        ,Confirmado     ,27,0,       ,0,51CPDG05            ,V99    ,PZA    ,1,13/07/2023,2,                  ,1,17.0783,5,150,150,0,0,42.11,PZA    ,D-GELAC+FS C/30 CAPS.                   ,MEXICO                                  ,                                        ,PESOS                                   ,6316.5,6316.5,100%,0%,0,0,14/07/2023,13/07/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10234,13/07/2023,370,COMERCIAL GFC SA DE CV                                                          ,Surtido        ,Confirmado     ,27,0,       ,0,51CPVT03            ,V99    ,PZA    ,1,13/07/2023,4,                  ,1,17.0783,5,300,300,0,0,49.31,PZA    ,VITEM 3RA /30 CAPS.                     ,MEXICO                                  ,                                        ,PESOS                                   ,14793,14793,100%,0%,0,0,14/07/2023,13/07/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10234,13/07/2023,370,COMERCIAL GFC SA DE CV                                                          ,Surtido        ,Confirmado     ,27,0,       ,0,51GLVA04            ,       ,PZA    ,1,13/07/2023,1,                  ,1,17.0783,5,100,100,0,0,49.8,PZA    ,VANESIR GEL 200 G                       ,MEXICO                                  ,                                        ,PESOS                                   ,4980,4980,100%,0%,0,0,14/07/2023,13/07/2023,1,01/01/1900,                                        
MAT    ,10234,13/07/2023,370,COMERCIAL GFC SA DE CV                                                          ,Surtido        ,Confirmado     ,27,0,       ,0,51TBBF02            ,V99    ,PZA    ,1,13/07/2023,3,                  ,1,17.0783,5,100,100,0,0,33.36,PZA    ,BIOFOLIC 400 / 60 TABS.                 ,MEXICO                                  ,                                        ,PESOS                                   ,3336,3336,100%,0%,0,0,14/07/2023,13/07/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10235,13/07/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51GLVA04            ,       ,PZA    ,1,13/07/2023,1,4500402433,1,17.0783,5,200,200,0,0,49.8,PZA    ,VANESIR GEL 200 G                       ,MEXICO                                  ,                                        ,PESOS                                   ,9960,9960,100%,0%,0,0,14/07/2023,13/07/2023,01/01/1900,01/01/1900,                                        
MAT    ,10235,13/07/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51PLCL01            ,V99    ,PZA    ,1,13/07/2023,3,4500402433,1,17.0783,5,72,72,0,0,89.19,PZA    ,COLAGENER 3 PEPINO-LIMON 150 G          ,MEXICO                                  ,                                        ,PESOS                                   ,6421.68,6421.68,100%,0%,0,0,14/07/2023,13/07/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10235,13/07/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51TGVA01            ,       ,PZA    ,1,13/07/2023,2,4500402433,1,17.0783,5,30,30,0,0,83.1,PZA    ,VANESIR DUO PACK                        ,MEXICO                                  ,                                        ,PESOS                                   ,2493,2493,100%,0%,0,0,31/07/2023,13/07/2023,01/01/1900,18/01/1900,                                        
MAT    ,10236,13/07/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51PLCL01            ,V99    ,PZA    ,1,13/07/2023,1,                  ,1,17.0783,5,72,72,0,0,89.19,PZA    ,COLAGENER 3 PEPINO-LIMON 150 G          ,MEXICO                                  ,                                        ,PESOS                                   ,6421.68,6421.68,100%,0%,0,0,14/07/2023,13/07/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10237,13/07/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51PLCL01            ,V99    ,PZA    ,1,13/07/2023,3,4500402438,1,17.0783,5,72,72,0,0,89.19,PZA    ,COLAGENER 3 PEPINO-LIMON 150 G          ,MEXICO                                  ,                                        ,PESOS                                   ,6421.68,6421.68,100%,0%,0,0,14/07/2023,13/07/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10237,13/07/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51TBCV01            ,V99    ,PIEZA  ,1,13/07/2023,2,4500402438,1,17.0783,5,50,0,50,0,44.99,PIEZA  ,C-VYM CON 30 TABLETAS MASTICABLES       ,MEXICO                                  ,                                        ,PESOS                                   ,2249.5,2249.5,0%,0%,0,0,  /  /    ,13/07/2023,0,0,Vigente                                 
MAT    ,10237,13/07/2023,281,"LEVIC, S.A. DE C.V.                                                             ",Surtido        ,Confirmado     ,27,0,       ,0,51TBPF01            ,V99    ,PZA    ,1,13/07/2023,1,4500402438,1,17.0783,5,270,270,0,0,52.08,PZA    ,PLENIFORM 40 /30 TABS.                  ,MEXICO                                  ,                                        ,PESOS                                   ,14061.6,14061.6,100%,0%,0,0,14/07/2023,13/07/2023,01/01/1900,01/01/1900,Vigente                                 
MAT    ,10238,14/07/2023,390,VENTA MENUDEO E-COMMERCE                                                        ,Surtido        ,Confirmado     ,27,0,       ,0,51CPDG05            ,V99    ,PZA    ,1,14/07/2023,1,                  ,1,16.8537,5,5,5,0,0,87.112,PZA    ,D-GELAC+FS C/30 CAPS.                   ,MEXICO                                  ,                                        ,PESOS                                   ,435.56,435.56,100%,100%,5,01/01/1900,14/07/2023,14/07/2023,01/01/1900,0,Vigente                                 
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51CPDG05            ,V99    ,PZA    ,1,14/07/2023,9,                  ,1,16.8537,5,3,3,0,0,0.01,PZA    ,D-GELAC+FS C/30 CAPS.                   ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,Vigente                                 
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51CPDL01            ,       ,PZA    ,1,14/07/2023,10,                  ,1,16.8537,5,3,3,0,0,0.01,PZA    ,DIALAVIT C/30 CAPS                      ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,                                        
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51CPDM01            ,V99    ,PZA    ,1,14/07/2023,11,                  ,1,16.8537,5,3,3,0,0,0.01,PZA    ,DIAMIVYM C/30 CAPS                      ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,1,03/01/1900,Vigente                                 
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51CPPZ01            ,V99    ,PZA    ,1,14/07/2023,16,                  ,1,16.8537,5,3,0,3,0,0.01,PZA    ,PAZYTIL X-3 C/30 CAPS.                  ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,0%,0%,0,0,  /  /    ,14/07/2023,0,0,Vigente                                 
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51CPVB02            ,V99    ,PZA    ,1,14/07/2023,23,                  ,1,16.8537,5,3,3,0,0,0.01,PZA    ,VITABIOM Q10 /30 CAPS.                  ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,Vigente                                 
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51CPVF01            ,V99    ,PZA    ,1,14/07/2023,2,                  ,1,16.8537,5,3,3,0,0,0.01,PZA    ,BIOMIVIT 400 30 / CAPS                  ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,Vigente                                 
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51CPVT03            ,V99    ,PZA    ,1,14/07/2023,24,                  ,1,16.8537,5,3,3,0,0,0.01,PZA    ,VITEM 3RA /30 CAPS.                     ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,Vigente                                 
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51GLVA04            ,       ,PZA    ,1,14/07/2023,22,                  ,1,16.8537,5,3,3,0,0,0.01,PZA    ,VANESIR GEL 200 G                       ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,                                        
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51JBNC01            ,       ,PZA    ,1,14/07/2023,15,                  ,1,16.8537,5,3,3,0,0,0.01,PZA    ,NATUBRON CERO JARABE 240 ML             ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,                                        
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51PLCV01            ,       ,PIEZA  ,1,14/07/2023,8,                  ,1,16.8537,5,3,3,0,0,0.01,PIEZA  ,C-VYM NARANJA-MANDARINA C/11 SOBRES     ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,                                        
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51PLCV03            ,       ,PIEZA  ,1,14/07/2023,6,                  ,1,16.8537,5,3,3,0,0,0.01,PIEZA  ,C-VYM CERO AZUCAR C/11 SOBRES           ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,                                        
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51PLKL01            ,       ,PZA    ,1,14/07/2023,13,                  ,1,16.8537,5,3,3,0,0,0.01,PZA    ,KIDDYLAC 6 SOBRES DE 5GR C/U            ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,                                        
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51TBBF02            ,V99    ,PZA    ,1,14/07/2023,1,                  ,1,16.8537,5,3,3,0,0,0.01,PZA    ,BIOFOLIC 400 / 60 TABS.                 ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,Vigente                                 
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51TBCA01            ,       ,PZA    ,1,14/07/2023,3,                  ,1,16.8537,5,3,3,0,0,0.01,PZA    ,CASTIN /50 TABS.                        ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,                                        
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51TBCG01            ,V99    ,PZA    ,1,14/07/2023,5,                  ,1,16.8537,5,3,3,0,0,0.01,PZA    ,COLAGENER C/60 TABS.                    ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,Vigente                                 
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51TBCK03            ,V99    ,PZA    ,1,14/07/2023,4,                  ,1,16.8537,5,3,3,0,0,0.01,PZA    ,C-KIDS C/30 TABS.                       ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,Vigente                                 
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51TBCV01            ,V99    ,PIEZA  ,1,14/07/2023,7,                  ,1,16.8537,5,3,3,0,0,0.01,PIEZA  ,C-VYM CON 30 TABLETAS MASTICABLES       ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,Vigente                                 
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51TBEX01            ,V99    ,PZA    ,1,14/07/2023,12,                  ,1,16.8537,5,3,3,0,0,0.01,PZA    ,EXZON C/90 TABS.                        ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,Vigente                                 
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51TBME01            ,V99    ,PZA    ,1,14/07/2023,14,                  ,1,16.8537,5,3,3,0,0,0.01,PZA    ,MEM-EH C/30 TABS                        ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,Vigente                                 
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51TBPF01            ,V99    ,PZA    ,1,14/07/2023,17,                  ,1,16.8537,5,3,3,0,0,0.01,PZA    ,PLENIFORM 40 /30 TABS.                  ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,Vigente                                 
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51TBPK01            ,V99    ,PZA    ,1,14/07/2023,18,                  ,1,16.8537,5,3,3,0,0,0.01,PZA    ,PROBIO KIDS / 30 TABS.                  ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,Vigente                                 
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51TBTM01            ,V99    ,PZA    ,1,14/07/2023,19,                  ,1,16.8537,5,3,3,0,0,0.01,PZA    ,TAMARIN-LX /30 CAPS.                    ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,Vigente                                 
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51TBVA01            ,V99    ,PZA    ,1,14/07/2023,20,                  ,1,16.8537,5,3,3,0,0,0.01,PZA    ,VANESIR /45 TABS.                       ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,100%,0%,0,0,17/07/2023,14/07/2023,01/01/1900,03/01/1900,Vigente                                 
MAT    ,10239,14/07/2023,1,VENTA MENUDEO                                                                   ,Surtido        ,Confirmado     ,29,0,       ,0,51TGVA01            ,       ,PZA    ,1,14/07/2023,21,                  ,1,16.8537,5,3,0,3,0,0.01,PZA    ,VANESIR DUO PACK                        ,GUADALAJARA                             ,                                        ,PESOS                                   ,0.03,0.03,0%,0%,0,0,  /  /    ,14/07/2023,0,0,                                        
MAT    ,10240,17/07/2023,390,VENTA MENUDEO E-COMMERCE                                                        ,Surtido        ,Confirmado     ,27,0,       ,0,51CPVB02            ,V99    ,PZA    ,1,17/07/2023,1,30/05/1903,1,16.8905,5A        ,2,2,0,0,108.8966,PZA    ,VITABIOM Q10 /30 CAPS.                  ,MEXICO                                  ,                                        ,PESOS                                   ,217.7932,217.7932,100%,100%,2,01/01/1900,17/07/2023,17/07/2023,01/01/1900,0,Vigente                                 
MAT    ,10240,17/07/2023,390,VENTA MENUDEO E-COMMERCE                                                        ,Surtido        ,Confirmado     ,27,0,       ,0,51TBBH01            ,V99    ,PZA    ,1,17/07/2023,2,30/05/1903,1,16.8905,5A        ,2,2,0,0,137.931,PZA    ,BIOVIT FOR MEN FRASCO CON 30 TABLETS    ,MEXICO                                  ,                                        ,PESOS                                   ,275.862,275.862,100%,100%,2,01/01/1900,17/07/2023,17/07/2023,1,0,Vigente                                 
MAT    ,10241,17/07/2023,390,VENTA MENUDEO E-COMMERCE                                                        ,Surtido        ,Confirmado     ,27,0,       ,0,51TBPK01            ,V99    ,PZA    ,1,17/07/2023,1,                  ,1,16.8905,5A        ,4,4,0,0,68.0603,PZA    ,PROBIO KIDS / 30 TABS.                  ,MEXICO                                  ,                                        ,PESOS                                   ,272.2412,272.2412,100%,100%,4,01/01/1900,17/07/2023,17/07/2023,01/01/1900,0,Vigente                                 
MAT    ,10241,17/07/2023,390,VENTA MENUDEO E-COMMERCE                                                        ,Surtido        ,Confirmado     ,27,0,       ,0,FLETE               ,       ,SER    ,1,17/07/2023,2,                  ,1,16.8905,5A        ,1,1,0,0,143.9655,SER    ,SERVICIO DE LOGISTICA                   ,MEXICO                                  ,                                        ,PESOS                                   ,143.9655,143.9655,100%,100%,1,01/01/1900,17/07/2023,17/07/2023,01/01/1900,0,                                        
MAT    ,10242,17/07/2023,187,LA MILPA CENTRAL NATURISTA S.A. DE C.V.                                         ,Surtido        ,Confirmado     ,29,0,       ,0,51CPVB02            ,V99    ,PZA    ,1,17/07/2023,8,                  ,1,16.8905,5,6,6,0,0,61.63,PZA    ,VITABIOM Q10 /30 CAPS.                  ,GUADALAJARA                             ,                                        ,PESOS                                   ,369.78,369.78,100%,100%,6,01/01/1900,17/07/2023,17/07/2023,01/01/1900,0,Vigente                                 
MAT    ,10242,17/07/2023,187,LA MILPA CENTRAL NATURISTA S.A. DE C.V.                                         ,Surtido        ,Confirmado     ,29,0,       ,0,51CPVT03            ,V99    ,PZA    ,1,17/07/2023,9,                  ,1,16.8905,5,3,3,0,0,61.63,PZA    ,VITEM 3RA /30 CAPS.                     ,GUADALAJARA                             ,                                        ,PESOS                                   ,184.89,184.89,100%,100%,3,1,17/07/2023,17/07/2023,01/01/1900,0,Vigente                                 
MAT    ,10242,17/07/2023,187,LA MILPA CENTRAL NATURISTA S.A. DE C.V.                                         ,Surtido        ,Confirmado     ,29,0,       ,0,51GLVA04            ,       ,PZA    ,1,17/07/2023,7,                  ,1,16.8905,5,10,10,0,0,62.25,PZA    ,VANESIR GEL 200 G                       ,GUADALAJARA                             ,                                        ,PESOS                                   ,622.5,622.5,100%,100%,10,01/01/1900,17/07/2023,17/07/2023,01/01/1900,0,                                        
MAT    ,10242,17/07/2023,187,LA MILPA CENTRAL NATURISTA S.A. DE C.V.                                         ,Surtido        ,Confirmado     ,29,0,       ,0,51TBBF02            ,V99    ,PZA    ,1,17/07/2023,1,                  ,1,16.8905,5,10,10,0,0,41.7,PZA    ,BIOFOLIC 400 / 60 TABS.                 ,GUADALAJARA                             ,                                        ,PESOS                                   ,417,417,100%,100%,10,01/01/1900,17/07/2023,17/07/2023,01/01/1900,0,Vigente                                 
MAT    ,10242,17/07/2023,187,LA MILPA CENTRAL NATURISTA S.A. DE C.V.                                         ,Surtido        ,Confirmado     ,29,0,       ,0,51TBBM01            ,V99    ,PIEZA  ,1,17/07/2023,10,                  ,1,16.8905,5,8,8,0,0,64.47,PIEZA  ,BIOVIT FOR WOMEN FRASCO CON 30 TABLETAS ,GUADALAJARA                             ,                                        ,PESOS                                   ,515.76,515.76,100%,100%,8,01/01/1900,17/07/2023,17/07/2023,01/01/1900,0,Vigente                                 
MAT    ,10242,17/07/2023,187,LA MILPA CENTRAL NATURISTA S.A. DE C.V.                                         ,Surtido        ,Confirmado     ,29,0,       ,0,51TBCK03            ,V99    ,PZA    ,1,17/07/2023,2,                  ,1,16.8905,5,10,10,0,0,40.94,PZA    ,C-KIDS C/30 TABS.                       ,GUADALAJARA                             ,                                        ,PESOS                                   ,409.4,409.4,100%,100%,10,01/01/1900,17/07/2023,17/07/2023,01/01/1900,0,Vigente                                 
MAT    ,10242,17/07/2023,187,LA MILPA CENTRAL NATURISTA S.A. DE C.V.                                         ,Surtido        ,Confirmado     ,29,0,       ,0,51TBEX01            ,V99    ,PZA    ,1,17/07/2023,3,                  ,1,16.8905,5,6,6,0,0,69.25,PZA    ,EXZON C/90 TABS.                        ,GUADALAJARA                             ,                                        ,PESOS                                   ,415.5,415.5,100%,100%,6,01/01/1900,17/07/2023,17/07/2023,01/01/1900,0,Vigente                                 
MAT    ,10242,17/07/2023,187,LA MILPA CENTRAL NATURISTA S.A. DE C.V.                                         ,Surtido        ,Confirmado     ,29,0,       ,0,51TBME01            ,V99    ,PZA    ,1,17/07/2023,4,                  ,1,16.8905,5,40,40,0,0,55.18,PZA    ,MEM-EH C/30 TABS                        ,GUADALAJARA                             ,                                        ,PESOS                                   ,2207.2,2207.2,100%,100%,40,01/01/1900,17/07/2023,17/07/2023,01/01/1900,0,Vigente                                 
MAT    ,10242,17/07/2023,187,LA MILPA CENTRAL NATURISTA S.A. DE C.V.                                         ,Surtido        ,Confirmado     ,29,0,       ,0,51TBPK01            ,V99    ,PZA    ,1,17/07/2023,5,                  ,1,16.8905,5,10,0,10,0,41.55,PZA    ,PROBIO KIDS / 30 TABS.                  ,GUADALAJARA                             ,                                        ,PESOS                                   ,415.5,415.5,0%,0%,0,0,  /  /    ,17/07/2023,0,0,Vigente                                 
MAT    ,10242,17/07/2023,187,LA MILPA CENTRAL NATURISTA S.A. DE C.V.                                         ,Surtido        ,Confirmado     ,29,0,       ,0,51TBTM01            ,V99    ,PZA    ,1,17/07/2023,6,                  ,1,16.8905,5,3,3,0,0,47.09,PZA    ,TAMARIN-LX /30 CAPS.                    ,GUADALAJARA                             ,                                        ,PESOS                                   ,141.27,141.27,100%,100%,3,01/01/1900,17/07/2023,17/07/2023,01/01/1900,0,Vigente                                 
MAT    ,10243,18/07/2023,390,VENTA MENUDEO E-COMMERCE                                                        ,Surtido        ,Confirmado     ,27,0,       ,0,51PLSK01            ,       ,PZA    ,1,18/07/2023,1,                  ,1,16.7892,5A        ,2,2,0,0,387.931,PZA    ,SKIN 30 SOBRES 12G                      ,MEXICO                                  ,                                        ,PESOS                                   ,775.862,775.862,100%,100%,2,01/01/1900,18/07/2023,18/07/2023,01/01/1900,0,                                        
MAT    ,10244,18/07/2023,81,NUTRACEUTICOS GAMEZ S.A. DE C.V.                                                ,Surtido        ,Confirmado     ,29,0,       ,0,51CPDG05            ,V99    ,PZA    ,1,18/07/2023,1,                  ,1,16.7892,5,50,50,0,0,52.63,PZA    ,D-GELAC+FS C/30 CAPS.                   ,GUADALAJARA                             ,                                        ,PESOS                                   ,2631.5,2631.5,100%,100%,50,01/01/1900,18/07/2023,18/07/2023,01/01/1900,0,Vigente                                 
